time,sensor_alpha[undefined],sensor_beta[undefined],sensor_gamma[undefined],label_activities_testing
1658434075813.1,358.82,142.3,-32.26,x
1658434075830.1,356.81,142.72,-34.1,x
1658434075846.5,355.07,143.03,-35.69,x
1658434075863.1,353.26,143.24,-37.3,x
1658434075879.2,351.25,143.25,-39,x
1658434075896.4,348.96,143.05,-40.87,x
1658434075913.6,346.27,142.69,-43.04,x
1658434075929.1,343.57,142.19,-45.16,x
1658434075946.1,341.31,141.65,-46.89,x
1658434075963,339.49,141.19,-48.29,x
1658434075979.4,337.92,140.67,-49.43,x
1658434075995.4,336.49,140.06,-50.39,x
1658434076013.1,335.1,139.39,-51.27,x
1658434076028.9,333.84,138.59,-51.93,x
1658434076045.7,332.81,137.69,-52.3,x
1658434076062.8,331.87,136.51,-52.35,x
1658434076079.6,330.79,134.7,-51.98,x
1658434076095.7,329.07,131.63,-50.97,x
1658434076112.9,326.37,127.31,-49.05,x
1658434076129.8,323.25,123.07,-46.43,x
1658434076146.2,318.46,117.99,-41.85,x
1658434076163,309.11,111.73,-32.57,x
1658434076179.6,297.2,107.39,-20.67,x
1658434076197,285.78,105.08,-9.16,x
1658434076212.4,272.05,103.62,4.9,x
1658434076230.5,257.37,103.1,20.1,x
1658434076247,243.7,103.43,34.54,x
1658434076263.2,230.88,104.59,48.58,x
1658434076280.4,220.08,106.52,60.68,x
1658434076296.6,211.84,108.98,70.23,x
1658434076312.6,206.34,111.46,76.93,x
1658434076329.3,202.48,113.96,82.17,x
1658434076346.2,199.9,116.38,86.5,x
1658434076362.8,198.63,118.26,89.71,x
1658434076379.7,17.77,59.68,-86.89,x
1658434076395.3,17.11,57.08,-82.97,x
1658434076413,16.79,54.11,-78.88,x
1658434076429.2,16.8,51.44,-75.46,x
1658434076445,17.03,49.41,-72.93,x
1658434076463.8,17.4,47.8,-70.87,x
1658434076479.3,17.89,46.45,-69.01,x
1658434076496.8,18.5,45.35,-67.29,x
1658434076512.8,19.21,44.49,-65.7,x
1658434076529.8,19.92,43.69,-64.18,x
1658434076546.4,20.66,42.95,-62.7,x
1658434076563,21.52,42.42,-61.23,x
1658434076579.4,22.42,42.09,-59.87,x
1658434076596.8,23.2,41.86,-58.72,x
1658434076612.6,23.97,41.7,-57.63,x
1658434076629.6,24.73,41.55,-56.55,x
1658434076646.8,25.85,41.38,-54.99,x
1658434076662.4,26.18,41.33,-54.53,x
1658434076679.1,26.98,41.29,-53.48,x
1658434076696.1,27.88,41.31,-52.31,x
1658434076712.4,28.93,41.42,-51,x
1658434076729.6,30.1,41.65,-49.58,x
1658434076745.7,31.27,41.92,-48.2,x
1658434076762.7,32.45,42.26,-46.82,x
1658434076779.9,33.67,42.71,-45.45,x
1658434076795.8,34.85,43.27,-44.17,x
1658434076812.6,35.97,43.94,-43.05,x
1658434076829.2,37.03,44.73,-42.1,x
1658434076846.5,38.1,45.77,-41.3,x
1658434076862.1,39.3,47.17,-40.61,x
1658434076879,40.69,49.07,-40.09,x
1658434076895.8,42.32,51.59,-39.89,x
1658434076913.2,44.41,55.02,-40.25,x
1658434076929.4,47.42,59.63,-41.59,x
1658434076946.1,52.31,65.52,-44.9,x
1658434076962.6,60.47,71.71,-51.72,x
1658434076979.9,75.92,77.38,-66.12,x
1658434076996.4,284.06,99.12,86.45,x
1658434077011.7,315.53,98.82,55.26,x
1658434077029.3,341.69,101.04,29.01,x
1658434077046.6,355.72,104.33,14.59,x
1658434077062.9,2.1,107.08,7.75,x
1658434077080.1,5.9,109.49,3.51,x
1658434077096,8.38,111.63,0.56,x
1658434077113.4,10.16,113.67,-1.8,x
1658434077129.9,11.5,115.72,-3.88,x
1658434077147.2,12.37,117.44,-5.43,x
1658434077163.4,12.93,118.74,-6.52,x
1658434077179.4,13.27,119.63,-7.22,x
1658434077196.8,13.48,120.2,-7.64,x
1658434077212.5,13.64,120.63,-7.95,x
1658434077229.8,13.73,120.88,-8.13,x
1658434077246.1,13.76,120.98,-8.19,x
1658434077295.4,13.78,121.03,-8.23,x
1658434077312.9,13.88,121.5,-8.59,x
1658434077329.9,14.07,122.6,-9.41,x
1658434077345.8,14.22,123.86,-10.31,x
1658434077362.8,14.32,125.14,-11.22,x
1658434077378.8,14.34,126.54,-12.19,x
1658434077395.7,14.25,128.1,-13.28,x
1658434077412.5,14.05,129.73,-14.43,x
1658434077429.2,13.67,131.47,-15.69,x
1658434077445.8,13.17,133.2,-16.99,x
1658434077462.5,12.6,134.82,-18.23,x
1658434077479.4,11.92,136.36,-19.48,x
1658434077496.4,11.24,137.75,-20.63,x
1658434077512.8,10.67,138.94,-21.6,x
1658434077529.2,10.2,139.95,-22.41,x
1658434077546.6,9.76,140.87,-23.14,x
1658434077562.2,9.44,141.62,-23.71,x
1658434077579.6,9.25,142.17,-24.09,x
1658434077596.8,9.06,142.67,-24.45,x
1658434077613.1,8.82,143.27,-24.88,x
1658434077629.5,8.59,143.85,-25.3,x
1658434077646.1,8.41,144.31,-25.63,x
1658434077663.6,8.25,144.71,-25.91,x
1658434077679.7,8.11,145.1,-26.17,x
1658434077696.1,8,145.43,-26.39,x
1658434077712.8,7.93,145.65,-26.53,x
1658434077730.1,7.9,145.73,-26.58,x
1658434077760.4,7.8,145.92,-26.74,x
1658434077779.7,7.3,146.72,-27.44,x
1658434077795.9,6.55,147.72,-28.41,x
1658434077812.9,5.8,148.49,-29.31,x
1658434077829.2,4.87,149.29,-30.35,x
1658434077846.2,3.34,150.32,-31.97,x
1658434077862.8,1.46,151.26,-33.87,x
1658434077880,359.74,151.82,-35.53,x
1658434077896.2,358.17,152.14,-36.98,x
1658434077913.5,356.6,152.32,-38.39,x
1658434077930.1,355.12,152.3,-39.66,x
1658434077946.4,353.57,151.91,-40.86,x
1658434078943,0,90,0,x
1658434080442.5,32.08,90.06,-32.38,x
1658434080461.2,33.15,90.23,-34.34,x
1658434080478.6,30.47,90.55,-33,x
1658434080494.7,28.73,90.88,-32.59,x
1658434080510.9,28.65,91.08,-33.5,x
1658434080527.7,28.78,91.21,-34.34,x
1658434080544.9,28.74,91.29,-34.68,x
1658434080562.1,28.4,91.35,-34.54,x
1658434080579.4,27.97,91.45,-34.49,x
1658434080594.8,27.42,91.6,-34.55,x
1658434080611.8,26.78,91.78,-34.6,x
1658434080628,25.81,92.01,-34.39,x
1658434080645.7,24.91,92.23,-34.12,x
1658434080662.6,24.78,92.34,-34.53,x
1658434081092.5,24.31,92.43,-34.19,x
1658434081112.5,23.07,92.73,-33.67,x
1658434081127.9,21.9,93.15,-33.76,x
1658434081145,21.26,93.48,-34.32,x
1658434081161.9,21,93.67,-34.88,x
1658434081178.5,20.9,93.77,-35.35,x
1658434081194.8,20.86,93.85,-35.77,x
1658434081210.9,20.87,93.89,-36.09,x
1658434081229.3,20.93,93.92,-36.45,x
1658434081244.4,20.96,93.96,-36.81,x
1658434081262.5,20.97,94,-37.14,x
1658434081278.5,21.02,94.05,-37.63,x
1658434081295.5,21.05,94.11,-38.22,x
1658434081311.2,21.01,94.2,-38.81,x
1658434081328.5,21.01,94.29,-39.48,x
1658434081344.4,21.16,94.32,-40.23,x
1658434081362.5,21.26,94.35,-40.79,x
1658434081378.4,21.23,94.4,-41.13,x
1658434081394.7,21.23,94.44,-41.5,x
1658434081412,21.32,94.46,-41.99,x
1658434081428.7,21.41,94.48,-42.42,x
1658434081445.8,21.45,94.49,-42.64,x
1658434081642.6,22.13,94.43,-44.06,x
1658434081661.8,23.77,94.28,-47.15,x
1658434081677.9,27.44,93.97,-53.34,x
1658434081695.6,32.96,93.67,-62.16,x
1658434081712.5,36.08,93.57,-67.36,x
1658434081729.7,37.01,93.57,-69.09,x
1658434081745,37.78,93.55,-70.35,x
1658434081761.9,38.1,93.55,-70.94,x
1658434081909.1,38.07,93.56,-71.09,x
1658434081928.5,37.96,93.6,-71.47,x
1658434081945.7,37.64,93.72,-72.48,x
1658434081962.1,37.11,93.88,-73.78,x
1658434081978.7,36.61,94.02,-74.84,x
1658434081995.2,36.65,94.1,-76.13,x
1658434082012.1,36.88,94.14,-77.32,x
1658434082028,36.84,94.19,-78.08,x
1658434082045.8,36.79,94.24,-78.81,x
1658434082061.7,36.9,94.28,-79.65,x
1658434082078.6,36.91,94.32,-80.26,x
1658434082095.5,36.92,94.35,-80.84,x
1658434082112.3,37.14,94.37,-81.74,x
1658434082128.2,37.05,94.42,-82.36,x
1658434082144.2,36.72,94.48,-82.65,x
1658434082161.3,36.35,94.54,-82.91,x
1658434082179,35.84,94.63,-83.26,x
1658434082195,35.3,94.72,-83.77,x
1658434082211,34.91,94.81,-84.48,x
1658434082228.9,34.65,94.89,-85.4,x
1658434082245.9,34.33,94.98,-86.35,x
1658434082260.8,33.77,95.09,-87.02,x
1658434082278.6,33.3,95.18,-87.58,x
1658434082294.5,33.02,95.23,-88.06,x
1658434082312.4,32.72,95.28,-88.27,x
1658434082327.5,32.43,95.32,-88.38,x
1658434082509.2,32.37,95.33,-88.4,x
1658434082528.3,31.65,95.44,-88.67,x
1658434082544.8,210.29,84.31,89.71,x
1658434082562.2,209.25,84.1,87.81,x
1658434082578.8,208.71,83.99,86.54,x
1658434082595.3,208.34,83.9,85.38,x
1658434082612.2,207.82,83.81,84.73,x
1658434082629,207.48,83.74,84.11,x
1658434082643.6,207.2,83.68,83.45,x
1658434082661.6,206.7,83.61,82.97,x
1658434082678.5,206.22,83.53,82.55,x
1658434082695.3,205.79,83.47,82.15,x
1658434082712.5,205.36,83.4,81.72,x
1658434082728.3,204.98,83.34,81.32,x
1658434082744.3,204.66,83.29,80.97,x
1658434082761.5,204.33,83.24,80.59,x
1658434082778,204.02,83.18,80.12,x
1658434082795.9,204.02,83.16,79.25,x
1658434082812,204.27,83.16,78.08,x
1658434082828.9,204.39,83.15,77.18,x
1658434082845.7,204.36,83.13,76.56,
1658434082861.5,204.41,83.12,75.9,
1658434082877.7,204.62,83.13,75.2,
1658434082895.9,204.7,83.13,74.8,
1658434082911,204.66,83.12,74.73,
1658434083191.6,204.44,83.08,74.4,
1658434083211.5,204.34,83.04,73.17,
1658434083227.7,204.66,83.04,71.69,
1658434083245.1,205.09,83.06,70.53,
1658434083261.1,205.77,83.1,69.21,
1658434083277.9,206.47,83.14,68.01,
1658434083294.9,207.18,83.18,66.89,
1658434083312,207.91,83.22,65.8,
1658434083328.8,208.21,83.23,65.22,
1658434083345.3,208.24,83.23,65.05,
1658434083492.4,208.22,83.23,65.01,
1658434083511.6,208.31,83.23,64.79,
1658434083529.1,208.43,83.23,64.36,
1658434083544.9,209.04,83.25,63.1,
1658434083561.9,210.05,83.3,61.44,
1658434083578.7,211.02,83.34,60.02,
1658434083594.5,212.03,83.38,58.65,
1658434083612.5,212.99,83.42,57.42,
1658434083628.3,213.78,83.45,56.36,
1658434083644.4,214.26,83.47,55.65,
1658434083661.3,214.43,83.47,55.28,
1658434083677.9,214.35,83.46,55.21,
1658434083694.7,214.29,83.45,55.15,
1658434083711.8,214.25,83.45,55.08,
1658434083729,214.4,83.45,54.85,
1658434083745.6,214.52,83.46,54.62,
1658434083761.8,214.44,83.45,54.54,
1658434083779.4,214.32,83.43,54.42,
1658434083795.7,214.3,83.42,54.17,
1658434083811.9,214.59,83.43,53.58,
1658434083829.7,214.99,83.43,52.89,
1658434083846.5,215.27,83.43,52.3,
1658434083863.2,215.43,83.43,51.8,
1658434083879,215.7,83.43,51.15,
1658434083895.7,216.1,83.43,50.39,
1658434083912.2,216.35,83.43,49.77,
1658434083929,216.59,83.42,49.12,
1658434083945.8,216.83,83.42,48.5,
1658434083962.3,217.36,83.43,47.7,
1658434083979.5,217.88,83.44,47,
1658434083996.2,218.1,83.44,46.64,
1658434084013.2,218.34,83.44,46.27,
1658434084029.2,218.45,83.44,46.05,
1658434084046.1,218.45,83.44,45.98,
1658434084062.7,218.44,83.44,45.97,
1658434084191.9,218.61,83.45,45.82,
1658434084213,219.4,83.47,45.18,
1658434084229.6,220.56,83.52,44.33,
1658434084246,221.64,83.57,43.74,
1658434084262.7,222.49,83.61,43.49,
1658434084279,222.54,83.64,44.06,
1658434084295.9,221.79,83.64,45.42,
1658434084312.8,220.13,83.62,47.8,
1658434084329.6,218.05,83.59,50.75,
1658434084345.7,216.35,83.56,53.51,
1658434084362.6,215.48,83.57,55.67,
1658434084379.4,215.36,83.61,57.23,
1658434084396.4,215.33,83.67,58.86,
1658434084412.3,215.43,83.74,60.6,
1658434084429.1,216.07,83.85,62.2,
1658434084445.7,217.69,84.04,63.34,
1658434084462.8,220.09,84.27,64.14,
1658434084479.2,222.83,84.54,64.76,
1658434084496.1,226.24,84.83,64.83,
1658434084512.8,230.15,85.12,64.43,
1658434084529,234.32,85.43,64,
1658434084547.2,239.5,85.78,63.05,
1658434084562.1,246.74,86.16,60.46,
1658434084580,254.96,86.49,56.62,
1658434084595.5,263,86.76,52.51,
1658434084612.2,272.25,86.97,47.02,
1658434084629.1,283.6,87.09,39.27,
1658434084645.6,295.65,87.11,30.6,
1658434084662.2,307.1,87.04,22.47,
1658434084679.2,315.87,86.96,16.65,
1658434084695.7,322.75,86.9,12.36,
1658434084712.5,329.75,86.79,8.11,
1658434084729.4,336.66,86.68,4.21,
1658434084746.2,343.65,86.57,0.56,
1658434084762.5,350.49,86.43,-2.82,
1658434084778.4,358.07,86.26,-6.27,
1658434084796.3,6.02,86.1,-9.5,
1658434084812.3,13.89,85.93,-12.4,
1658434084829,21.72,85.79,-15.03,
1658434084846.2,29.3,85.72,-17.51,
1658434084863,36.58,85.63,-19.77,
1658434084879.1,43.79,85.56,-22,
1658434084894.8,50.83,85.49,-24.14,
1658434084912.7,57.29,85.35,-25.77,
1658434084929.6,63.2,85.19,-27,
1658434084945.6,68.04,85.08,-28,
1658434084961.4,72.19,84.99,-28.93,
1658434084977.8,75.75,84.92,-29.7,
1658434084994.5,78.44,84.82,-29.94,
1658434085012.3,80.4,84.7,-29.81,
1658434085028,82.27,84.62,-29.87,
1658434085046.2,83.98,84.54,-29.9,
1658434085062.8,85.83,84.49,-30.16,
1658434085079.5,87.84,84.46,-30.6,
1658434085095.6,89.94,84.44,-31.17,
1658434085112.6,91.79,84.43,-31.67,
1658434085129.3,93.41,84.41,-32.12,
1658434085145.8,94.92,84.41,-32.62,
1658434085163.8,96.11,84.39,-32.93,
1658434085179.1,97.03,84.37,-33.08,
1658434085194.9,97.82,84.34,-33.13,
1658434085212.5,98.83,84.33,-33.42,
1658434085229.3,100,84.34,-33.91,
1658434085245.8,101,84.34,-34.35,
1658434085261.5,101.78,84.35,-34.69,
1658434085279,102.22,84.35,-34.88,
1658434085295,102.37,84.35,-34.95,
1658434085358.3,102.24,84.35,-34.89,
1658434085378.6,102.49,84.43,-35.7,
1658434085395.9,102.79,84.57,-37.25,
1658434085412.8,102.14,84.73,-38.46,
1658434085429.2,99.99,84.89,-39.08,
1658434085446.4,95.75,85.05,-38.63,
1658434085462.2,88.28,85.19,-36.51,
1658434085478.1,75.01,85.22,-31.41,
1658434085495.6,53.76,85.02,-23.19,
1658434085512,34.36,84.66,-16.89,
1658434085529.1,19.02,84.24,-13.02,
1658434085545.5,7.14,83.86,-10.85,
1658434085562.3,358.96,83.62,-9.74,
1658434085579.2,353.19,83.48,-9.08,
1658434085596,349.55,83.42,-8.68,
1658434085612.7,347.64,83.38,-8.49,
1658434085629.7,347.15,83.33,-8.53,
1658434085841.9,347.08,83.21,-8.73,
