time,sensor_x0[undefined],sensor_y0[undefined],sensor_z0[undefined],sensor_x[undefined],sensor_y[undefined],sensor_z[undefined],sensor_alpha[undefined],sensor_beta[undefined],sensor_gamma[undefined],label_activities_testing
1658433885639,3.06,3.19,-1.56,4.03,-0.38,-10.64,172.54,-269.48,-23.83,x
1658433885656,2.17,1.82,-1.66,2.31,-2.31,-10.55,179.24,-266.49,-17.74,x
1658433885673,0.79,0.98,-1.04,0.38,-3.55,-9.73,160.96,-231.53,-23.79,x
1658433885689,0.43,0.54,-1.2,-0.41,-4.31,-9.68,122.18,-169.25,-28.39,x
1658433885706,0.34,0.75,-0.85,-0.79,-4.36,-9.14,46.95,-53.56,-14.66,x
1658433885723,-0.23,0.87,0.38,-1.38,-4.29,-7.89,-7.24,27.65,1.37,x
1658433885739,-0.36,0.56,0.58,-1.39,-4.53,-7.74,-43.49,76.03,13.6,x
1658433885756,-0.8,-0.83,1.02,-1.6,-5.76,-7.42,-56.98,105.45,20.8,x
1658433885773,-0.93,-0.78,0.29,-1.5,-5.58,-8.24,-61.63,126.2,27.76,x
1658433885788,-1.17,-0.63,0.12,-1.48,-5.28,-8.51,-69.61,148.44,33.88,x
1658433885806,-1.25,-0.62,0.34,-1.15,-5.05,-8.41,-70.76,143.15,36.99,x
1658433885823,-1.49,-1.38,1.12,-1.15,-5.67,-7.7,-50.08,102.22,24.21,x
1658433885839,-1.77,-2,1.35,-1.27,-6.21,-7.49,-13.56,37.01,6.28,x
1658433885856,-0.39,-1.15,1.45,0.05,-5.42,-7.37,52.21,-74.42,-16.49,x
1658433885873,1.08,0.51,0.25,1.31,-3.92,-8.5,87.06,-130.01,-19.43,x
1658433885889,2.01,1.6,-0.72,1.93,-3.04,-9.36,93.48,-159.95,-25.01,x
1658433885906,1.92,1.17,-1.93,1.43,-3.73,-10.41,69.77,-131.6,-25.22,x
1658433885923,0.84,0.98,-0.76,0.13,-4.03,-9.16,32.12,-76.17,-15.04,x
1658433885939,0.99,1.81,-0.86,0.2,-3.24,-9.23,-3.91,-16.92,-2.39,x
1658433885956,-0.07,0.8,-0.36,-0.82,-4.18,-8.77,-30.83,40.72,7.23,x
1658433885973,-0.9,-0.29,-0.18,-1.56,-5.2,-8.64,-29.74,52.11,6.79,x
1658433885989,-1.07,-0.79,0.09,-1.62,-5.65,-8.4,-18.64,43.39,6.91,x
1658433886006,-0.75,-1.11,0.61,-1.21,-5.94,-7.91,-1.34,22,3.69,x
1658433886023,-0.54,-0.96,0.47,-0.98,-5.8,-8.05,9.95,7.69,1.24,x
1658433886039,-0.08,-0.38,0.17,-0.51,-5.25,-8.33,13.16,1.31,2.1,x
1658433886056,-0.02,-0.05,0.17,-0.47,-4.95,-8.31,10.17,-6.19,0.2,x
1658433886073,0.05,0.14,0.34,-0.41,-4.78,-8.13,6.5,-8.89,-1.29,x
1658433886089,0.35,0.5,0.04,-0.13,-4.43,-8.42,1.24,-8.84,-0.18,x
1658433886106,0.4,0.52,-0.02,-0.1,-4.41,-8.48,-2.14,-8.15,-0.03,x
1658433886123,0.34,0.36,0.04,-0.18,-4.56,-8.42,-5.16,-7.88,0.2,x
1658433886139,0.2,0.22,0.07,-0.34,-4.69,-8.4,-5.53,-6.64,-0.72,x
1658433886156,0.01,0.07,-0.09,-0.53,-4.82,-8.57,-4.83,1.09,-0.4,x
1658433886173,-0.13,0.04,-0.31,-0.66,-4.85,-8.8,-4.11,10.16,-0.24,x
1658433886189,-0.21,-0.12,-0.05,-0.7,-4.99,-8.55,-4.9,14.27,0.31,x
1658433886206,-0.15,-0.17,0.16,-0.6,-5.03,-8.35,-4.68,14.62,0.31,x
1658433886223,-0.11,-0.19,0.03,-0.53,-5.04,-8.48,-5.33,16.83,0.25,x
1658433886239,-0.08,-0.1,-0.04,-0.47,-4.93,-8.57,-7.04,19.04,1.67,x
1658433886256,-0.06,-0.01,0.17,-0.41,-4.82,-8.37,-6.46,14.13,3.06,x
1658433886272,-0.17,-0.1,0.08,-0.49,-4.91,-8.47,-3.28,9.56,1.97,x
1658433886290,0.03,0.1,0.11,-0.27,-4.7,-8.44,-1.16,3.33,1.8,x
1658433886306,0.09,0.1,0.06,-0.21,-4.7,-8.49,0.45,1.38,1.45,x
1658433886323,0.11,0.15,-0.11,-0.19,-4.65,-8.66,-0.34,2.76,0.66,x
1658433886339,0.1,0.14,0.02,-0.19,-4.66,-8.53,-2.36,4.41,0.95,x
1658433886356,0.06,0.06,0.09,-0.23,-4.73,-8.47,-1.55,1.17,-0.04,x
1658433886373,-0.01,-0.05,0.13,-0.29,-4.84,-8.42,1.33,-3.32,-0.57,x
1658433886389,0.07,0.04,0.14,-0.23,-4.76,-8.4,6.51,-10.02,-0.06,x
1658433886406,0.03,0.03,0.16,-0.29,-4.78,-8.38,6.36,-10.76,0.1,x
1658433886422,0.09,0.14,-0.03,-0.26,-4.69,-8.56,3.61,-5.94,0.67,
1658433886439,0.02,0.13,-0.05,-0.33,-4.7,-8.58,-0.42,-0.42,0.7,
1658433886456,-0.11,-0.04,0.06,-0.47,-4.86,-8.47,-0.62,0.09,0.37,
1658433886473,-0.09,-0.07,0.09,-0.45,-4.89,-8.44,2.5,-4.1,0.19,
1658433886489,0,0.08,-0.09,-0.37,-4.75,-8.61,5.24,-7.02,0.68,
1658433886505,0.01,0.06,-0.07,-0.38,-4.79,-8.58,6.34,-9.71,0.34,
1658433886523,0.14,0.1,-0.12,-0.27,-4.77,-8.62,6.95,-9.48,0.87,
1658433886539,0.08,0.04,-0.06,-0.36,-4.84,-8.55,5.35,-6.89,0.38,
1658433886556,0.05,-0.02,0.02,-0.41,-4.91,-8.47,3.47,-4.36,-0.19,
1658433886573,0,0.05,0.06,-0.46,-4.85,-8.42,1.93,-1.55,-0.26,
1658433886590,-0.05,0.03,0.06,-0.51,-4.87,-8.42,0.46,-0.66,0.07,
1658433886606,0.02,0.07,0.13,-0.45,-4.84,-8.35,0.72,-3.53,0.19,
1658433886623,0,0.01,0.18,-0.48,-4.9,-8.3,1.6,-6.63,0.61,
1658433886639,0.08,0.04,0.19,-0.41,-4.87,-8.29,1.51,-5.26,0.74,
1658433886656,-0.03,0.09,0.06,-0.53,-4.82,-8.41,-0.5,1.46,0.53,
1658433886673,-0.2,-0.03,-0.08,-0.69,-4.94,-8.56,-0.56,3.99,-0.43,
1658433886689,-0.21,-0.02,-0.03,-0.69,-4.93,-8.51,0.01,2.78,-0.3,
1658433886706,0.05,-0.02,0,-0.43,-4.93,-8.48,1.63,1.54,-0.13,
1658433886723,0.01,-0.01,-0.22,-0.47,-4.93,-8.69,1.92,0.89,-0.02,
1658433886739,0.07,0.03,-0.25,-0.41,-4.89,-8.72,3.66,2.57,0.06,
1658433886756,-0.02,0.05,-0.31,-0.49,-4.88,-8.77,4.89,0.32,-0.42,
1658433886773,0.09,0.04,0.07,-0.38,-4.9,-8.39,4.85,-1.48,0.5,
1658433886789,0.05,0.11,-0.04,-0.42,-4.85,-8.48,6.29,-1.61,0.83,
1658433886806,0,0.06,-0.12,-0.49,-4.91,-8.55,6.7,-1.79,0.66,
1658433886823,0.02,0.05,0.23,-0.47,-4.94,-8.2,4.89,-2.44,0.47,
1658433886839,-0.02,0,0.28,-0.51,-5,-8.14,4.23,-0.26,0.1,
1658433886856,-0.09,0.09,0,-0.57,-4.91,-8.42,2.17,3.42,0.19,
1658433886873,0.05,0.08,0.46,-0.43,-4.92,-7.96,-4.27,-0.56,1.41,
1658433886903,0.38,0.39,-0.2,-0.11,-4.56,-8.66,-10.09,5.61,2.52,
1658433886905,0.37,0.38,-0.2,-0.11,-4.56,-8.66,-7.18,6.26,2.36,
1658433886923,-0.2,0.11,-1.06,-0.67,-4.82,-9.52,4.84,13.24,1.06,
1658433886939,-0.35,-0.18,-1.48,-0.77,-5.14,-9.93,13.08,12.62,-1.49,
1658433886958,-0.27,-0.35,-0.94,-0.67,-5.34,-9.37,12.92,6.57,-3.05,
1658433886976,0.21,-0.19,0.4,-0.18,-5.2,-8.02,-2.5,-0.81,-1.14,
1658433886989,0.15,-0.03,1.26,-0.23,-5.02,-7.17,-14.02,-2.76,-1.05,
1658433887006,0.03,-0.05,1.16,-0.36,-5.01,-7.29,-15.27,-0.8,-1.62,
1658433887024,-0.26,0.01,0.06,-0.65,-4.92,-8.4,-10.11,-0.31,-3.13,
1658433887039,-0.24,0.1,-0.07,-0.62,-4.81,-8.55,-4.83,2,-2.64,
1658433887056,-0.09,0.06,0.08,-0.46,-4.84,-8.4,-1.2,4.07,-0.72,
1658433887073,0.14,0.2,-0.3,-0.23,-4.71,-8.78,3.62,7.65,1.34,
1658433887089,0.14,0.1,-0.24,-0.21,-4.82,-8.71,5.42,2.88,0.93,
1658433887105,0.05,-0.03,0.07,-0.3,-4.96,-8.4,1.2,-0.49,-0.4,
1658433887122,-0.15,-0.06,0.39,-0.49,-4.98,-8.09,-6.35,0.6,-2.11,
1658433887139,-0.1,0.04,0.33,-0.43,-4.85,-8.16,-14.09,4.4,-2.51,
1658433887156,-0.05,-0.01,0.23,-0.36,-4.87,-8.28,-16.38,6.91,-1.68,
1658433887172,-0.08,-0.03,0.1,-0.38,-4.85,-8.43,-14.23,5.79,-0.96,
1658433887189,-0.22,-0.27,-0.16,-0.51,-5.06,-8.71,-5.86,-0.11,-3.33,
1658433887206,-0.25,-0.3,-0.21,-0.54,-5.09,-8.76,-0.94,-6.51,-4.59,
1658433887222,-0.03,-0.11,0.26,-0.33,-4.9,-8.29,-0.3,-9.25,-3.82,
1658433887239,0.09,-0.05,0.02,-0.23,-4.83,-8.53,-4.4,1.89,-2.15,
1658433887256,-0.09,-0.08,-0.11,-0.38,-4.85,-8.67,-9.81,11.32,-3.09,
1658433887272,-0.7,-1.04,0.51,-0.96,-5.78,-8.07,-14.69,7.15,-13.22,
