time,sensor_x0[undefined],sensor_alpha[undefined],sensor_beta[undefined],sensor_y0[undefined],sensor_x[undefined],sensor_gamma[undefined],sensor_y[undefined],sensor_z0[undefined],sensor_z[undefined],label_activities_sitting
1652785682207.1,0,0.5,-3.8,0,-0.1,0,7.6,-0.2,6.2,x
1652785682224.1,-0.1,0.1,-2.1,0,-0.2,0.5,7.6,0,6.3,x
1652785682240.6,-0.1,0.1,-2.1,0,-0.2,0.5,7.6,0,6.3,x
1652785682257.1,0.1,0.3,-1.3,0,0,1.1,7.6,0,6.3,x
1652785682273.9,0,0.4,-1.5,-0.1,-0.1,0.1,7.5,0,6.3,x
1652785682290.5,-0.1,0.4,-1.5,-0.1,-0.1,0.1,7.5,0,6.3,x
1652785682307.1,-0.1,-0.2,-2.7,0,-0.2,0.3,7.6,-0.1,6.2,x
1652785682323.8,-0.1,-1.6,-3.7,0.1,-0.1,2,7.6,-0.1,6.3,x
1652785682340.4,0,-1.3,-4,-0.1,-0.1,2.4,7.5,0.1,6.4,x
1652785682357,0,-1.3,-4,-0.1,-0.1,2.4,7.5,0.1,6.4,x
1652785682373.7,-0.1,-0.2,-3.8,0,-0.1,2.6,7.6,0.1,6.4,x
1652785682390.4,0,1.7,-4,0,-0.1,4.2,7.6,0.1,6.4,x
1652785682407,-0.1,1.7,-4,0,-0.1,4.2,7.6,0,6.4,x
1652785682424.7,0,1.2,-1.9,-0.1,0,4.4,7.5,-0.1,6.3,x
1652785682440.3,0,1.3,3.8,0,0,4.7,7.6,0.1,6.5,x
1652785682457,0,4.2,5.2,0,0,4.8,7.6,0.3,6.6,x
1652785682473.7,0,4.2,5.2,0,0,4.8,7.6,0.3,6.6,x
1652785682490.3,-0.7,7.3,0.9,-0.2,-0.3,5.7,7.6,0.3,6.4,x
1652785682507.1,0.1,8.4,-11.2,0.1,0.3,9.3,7.8,-0.2,6,x
1652785682524.3,0.2,6,-5.5,0.1,0.3,7.7,7.7,-0.4,5.9,x
1652785682540.4,0.2,6,-5.5,0,0.4,7.7,7.6,-0.3,6.2,x
1652785682557.1,0.3,3.3,0.6,0,0.5,4,7.7,0,6.2,x
1652785682576.1,0.3,3.6,-1.8,0.1,0.4,2.4,7.8,-0.1,6,x
1652785682590.3,0.2,3.6,-1.8,0.1,0.4,2.4,7.8,-0.3,6,x
1652785682607,0.1,2.2,-0.9,0,0.2,0.7,7.6,-0.2,6.1,x
1652785682623.7,-0.1,-0.2,2.3,0,0.1,-0.8,7.7,0.1,6.4,x
1652785682641.5,-0.2,0.8,-1.7,0,0,0.3,7.7,0.2,6.4,x
1652785682657,-0.2,0.8,-1.7,0,0,0.3,7.7,0.2,6.4,x
1652785682673.7,-0.1,1.2,-3.3,0,0.2,1.8,7.7,-0.2,6,x
1652785682690.4,0.1,0.1,-0.3,0,0.3,1.2,7.7,-0.1,6.1,x
1652785682707,0.1,0.1,-0.3,0,0.3,1.2,7.7,0,6.1,x
1652785682723.7,-0.1,0,-1.1,0,0,0.5,7.7,0.1,6.3,x
1652785682740.4,-0.2,0.2,-5.4,0,0,2.4,7.7,0.1,6.2,x
1652785682757,-0.2,0.2,-5.4,0,0,2.4,7.7,-0.1,6.2,x
1652785682774.1,0,0,-6.3,0.1,0.1,3.4,7.7,-0.1,6.1,x
1652785682790.4,0,-0.1,-5.1,0,0.3,3.2,7.6,0.1,6.4,x
1652785682807.1,-0.1,-0.1,-5.1,-0.1,0.3,3.2,7.6,0.3,6.4,x
1652785682823.7,-0.2,2,-3,-0.1,0.1,2.9,7.6,0.4,6.5,x
1652785682840.3,-0.1,4.4,-3.8,-0.1,0.2,4,7.7,0.3,6.4,x
1652785682857.1,-0.1,7.9,-4.2,0.1,0.2,5.3,7.7,0.1,6.3,x
1652785682873.8,-0.1,7.9,-4.2,0,0.2,5.3,7.7,0.1,6.3,x
1652785682890.4,-0.1,8.6,-3.4,-0.1,0.2,5.9,7.7,0.1,6.3,x
1652785682907.1,-0.2,10.9,-5.4,0,0.2,8.5,7.7,0.2,6.4,x
1652785682923.6,-0.1,12.1,-6.1,0,0.2,9.7,7.7,0.1,6.2,x
1652785682941.4,-0.1,12.1,-6.1,-0.1,0.2,9.7,7.7,0.1,6.2,x
1652785682957,-0.4,14,-6.4,0,0.1,10.5,8,0.1,6,x
1652785682973.7,0.5,7.4,6,0.4,1,10.9,7.8,-1.1,5.3,x
1652785682990.7,0.3,4.5,6,-0.3,0.6,6.2,7.7,-0.3,5.7,x
1652785683007,-0.1,4.5,6,0.1,0.6,6.2,7.7,-0.3,5.7,x
1652785683023.7,0.1,-1.5,-3.3,0.1,0.7,6.6,7.9,-0.3,5.5,x
1652785683040.3,0.3,-5,-5,0,0.9,5.3,7.9,-0.4,5.6,x
1652785683057.1,0.5,-5,-5,0.1,0.9,5.3,7.9,-0.3,5.6,x
1652785683073.7,0.5,-6,-5.6,0,0.9,3.7,7.8,-0.2,5.7,x
1652785683090.4,0.1,-8.2,-5.4,0.1,0.5,1.3,7.9,-0.3,5.7,x
1652785683107.1,-0.4,-10.4,-6.1,0.2,0.3,3.2,8,-0.2,5.9,x
1652785683123.7,-0.4,-10.4,-6.1,0.2,0.3,3.2,8,0.1,5.9,x
1652785683140.4,-0.1,-4,-3.7,0,0.7,7.9,7.7,0.7,6.7,x
1652785683157.1,0.3,1.3,-2.4,-0.2,1.1,6.3,7.6,0.7,6.7,x
1652785683173.7,0.4,1.3,-2.4,-0.2,1.1,6.3,7.6,0.5,6.7,x
1652785683190.4,0.2,5.9,0,-0.2,0.7,3.5,7.7,0.3,6.2,x
1652785683207.1,-0.1,9.6,2.5,0,0.5,2.6,7.9,0,6.1,x
1652785683223.7,-0.2,9.6,2.5,0.1,0.5,2.6,7.9,0,6.1,x
1652785683241.7,-0.2,11.5,5.1,0,0.4,4.8,7.9,0.5,6.3,x
1652785683257,0.4,14.7,6.2,-0.2,1.2,5.8,7.7,-0.2,5.2,x
1652785683273.5,0.3,4.9,1,-0.1,0.9,0.2,7.8,-1.1,4.8,x
1652785683290.4,-0.1,-3.1,-1.5,0,0.6,-0.5,7.9,-0.7,5.3,x
1652785683306.9,-0.2,-3.1,-1.5,0.1,0.6,-0.5,7.9,-0.3,6,x
1652785683323.6,0,-3.6,-0.9,0,0.7,0.5,7.8,0.4,6.4,x
1652785683340.2,0.1,1.4,1.6,-0.1,0.8,-0.1,7.8,0.5,6.5,x
1652785683364.7,0,1.4,1.6,0,0.8,-0.1,7.8,0.5,6.5,x
1652785683378,-0.1,8.7,4,0,0.6,0.1,7.9,0.2,6.1,x
1652785683390.5,0,8.8,4.6,0,0.7,0.4,7.9,-0.1,5.7,x
1652785683409.9,0.1,5.1,3.7,0,0.8,0.1,7.9,-0.6,5.3,x
1652785683427.1,0,-0.6,1.6,0,0.7,-0.5,7.9,-0.6,5.3,x
1652785683442.5,0.1,-4.8,-0.4,0,0.8,-1.1,7.9,-0.4,5.6,x
1652785683458.2,0,-6,-0.1,0,0.7,-1.6,7.9,-0.1,5.8,x
1652785683474.1,-0.1,-6,-0.1,0,0.7,-1.6,7.9,0,5.8,x
1652785683491.5,-0.2,-5.8,0.9,0.1,0.4,-1.4,7.9,0,6,x
1652785683508.7,-0.2,-5.4,1,0.1,0.5,1.6,7.9,0.1,6,x
1652785683525.7,-0.1,-5.4,1,0.1,0.5,1.6,7.9,0,6,x
1652785683540.2,0.3,-6.2,1.6,-0.1,0.9,3.6,7.7,0,6,x
1652785683556.8,0.1,-6.3,2.3,0,0.7,0.6,7.8,0,6,x
1652785683574.2,0,-6,2.1,0,0.7,0.9,7.8,0.1,6,x
1652785683590.2,0,-6,2.1,0,0.7,0.9,7.8,0,6,x
1652785683606.8,0,-5.1,3,0,0.6,0.6,7.9,0,6,x
1652785683623.5,-0.2,-4.8,2.1,0,0.5,0.9,7.8,0,6,x
1652785683640.3,-0.1,-6,-0.8,0.1,0.7,1.5,7.8,0,6,x
1652785683656.9,0.2,-6,-0.8,0,1,1.5,7.7,-0.1,6,x
1652785683673.6,0.3,-6.9,-2.5,-0.1,0.9,-1.7,7.7,-0.1,6,x
1652785683690.2,0,-7.4,-2.9,0,0.7,-3,7.7,0,6.1,x
1652785683706.8,-0.1,-7.4,-2.9,0,0.7,-3,7.7,0,6.1,x
1652785683723.5,-0.2,-7.2,-2.6,-0.1,0.5,-2.6,7.7,0.2,6.4,x
