time,sensor_x0[undefined],sensor_y0[undefined],sensor_z0[undefined],sensor_x[undefined],sensor_y[undefined],sensor_z[undefined],sensor_alpha[undefined],sensor_beta[undefined],sensor_gamma[undefined]
1653401306069,-0.6,0,0.01,-1.22,2.38,9.39,-0.19,-3.58,4.75
1653401306074,-0.6,-0.02,-0.01,-1.23,2.37,9.39,-0.12,-3.93,5.48
1653401306079,-0.6,-0.03,-0.01,-1.19,2.4,9.4,-0.12,-4.81,6.5
1653401306084,-0.58,-0.01,-0.01,-1.16,2.41,9.39,-0.02,-5.47,7.2
1653401306089,-0.55,0,-0.01,-1.11,2.44,9.36,0.19,-6.38,8.11
1653401306094,-0.51,0.03,-0.03,-1.04,2.44,9.35,0.4,-7.19,8.81
1653401306098,-0.45,0.04,-0.05,-1.01,2.45,9.33,0.86,-7.99,9.4
1653401306103,-0.4,0.05,-0.07,-0.91,2.5,9.31,1.1,-8.97,9.93
1653401306108,-0.33,0.08,-0.09,-0.84,2.52,9.27,1.42,-9.64,10.35
1653401306113,-0.28,0.1,-0.11,-0.78,2.52,9.2,1.52,-9.88,10.59
1653401306118,-0.22,0.11,-0.18,-0.69,2.54,9.15,1.87,-9.74,10.59
1653401306123,-0.15,0.12,-0.24,-0.61,2.56,9.12,1.87,-9.64,10.77
1653401306127,-0.07,0.14,-0.26,-0.52,2.61,9.09,1.8,-9.39,11.05
1653401306132,0.01,0.17,-0.29,-0.45,2.62,9.04,1.52,-9.18,11.05
1653401306137,0.06,0.19,-0.33,-0.44,2.66,8.99,1.14,-8.69,10.87
1653401306141,0.09,0.22,-0.39,-0.33,2.68,8.96,0.68,-8.41,10.66
1653401306146,0.15,0.24,-0.41,-0.25,2.7,8.94,-0.3,-7.85,10.45
1653401306151,0.24,0.25,-0.44,-0.22,2.72,8.9,-1.28,-7.4,10.45
1653401306156,0.28,0.28,-0.48,-0.12,2.76,8.89,-2.22,-7.22,9.89
1653401306161,0.35,0.31,-0.49,-0.12,2.77,8.87,-3.55,-6.87,9.47
1653401306166,0.37,0.33,-0.5,-0.03,2.8,8.9,-4.64,-6.73,9.05
1653401306170,0.43,0.36,-0.48,0.02,2.77,8.93,-5.93,-6.63,8.14
1653401306175,0.47,0.35,-0.45,0.07,2.77,8.98,-6.95,-6.66,7.55
1653401306180,0.51,0.34,-0.4,0.08,2.78,9.05,-8.21,-6.52,6.5
1653401306185,0.52,0.34,-0.34,0.12,2.74,9.11,-8.98,-6.1,5.59
1653401306190,0.54,0.33,-0.28,0.21,2.74,9.16,-9.4,-5.75,4.85
1653401306195,0.6,0.32,-0.23,0.21,2.74,9.21,-9.44,-5.23,4.26
1653401306199,0.63,0.33,-0.17,0.28,2.7,9.3,-9.65,-4.56,3.21
1653401306204,0.66,0.3,-0.1,0.28,2.67,9.38,-9.51,-4.11,2.23
1653401306209,0.67,0.28,-0.03,0.29,2.64,9.44,-9.58,-3.83,1.18
1653401306214,0.67,0.26,0.04,0.3,2.62,9.49,-9.44,-3.65,0.2
1653401306218,0.68,0.23,0.11,0.27,2.55,9.56,-9.33,-3.65,-0.68
1653401306224,0.64,0.17,0.17,0.23,2.52,9.6,-9.05,-3.62,-1.73
1653401306229,0.61,0.14,0.2,0.2,2.51,9.61,-8.39,-3.69,-2.53
1653401306233,0.57,0.13,0.21,0.15,2.46,9.64,-7.58,-3.83,-3.23
1653401306237,0.52,0.1,0.24,0.12,2.42,9.66,-6.84,-4.18,-3.97
1653401306243,0.47,0.06,0.27,0.1,2.39,9.67,-5.83,-4.53,-4.39
1653401306247,0.45,0.03,0.27,0.05,2.38,9.66,-5.09,-4.74,-4.95
1653401306252,0.39,0.02,0.26,-0.01,2.32,9.67,-4.25,-5.02,-5.37
1653401306257,0.32,-0.02,0.27,-0.02,2.32,9.67,-3.69,-5.12,-5.75
1653401306261,0.31,-0.03,0.27,0,2.3,9.64,-2.99,-5.4,-6.31
1653401306267,0.3,-0.05,0.25,0.01,2.27,9.61,-2.4,-5.33,-6.56
1653401306271,0.31,-0.06,0.2,0.02,2.25,9.56,-2.08,-5.16,-7.01
1653401306276,0.32,-0.09,0.16,0.01,2.26,9.54,-1.87,-5.02,-7.43
1653401306281,0.31,-0.08,0.13,-0.01,2.27,9.5,-1.73,-4.74,-7.85
1653401306286,0.28,-0.07,0.09,-0.01,2.26,9.47,-1.8,-4.04,-8.31
1653401306291,0.28,-0.08,0.06,-0.01,2.25,9.45,-1.94,-3.9,-8.73
1653401306295,0.28,-0.08,0.03,0,2.26,9.41,-2.22,-3.76,-9.08
1653401306300,0.28,-0.08,0.01,-0.01,2.28,9.39,-2.43,-3.93,-9.29
1653401306305,0.28,-0.06,-0.01,0,2.31,9.38,-2.78,-3.93,-9.6
1653401306310,0.26,-0.02,-0.05,0,2.31,9.37,-3.13,-4.18,-9.71
1653401306315,0.27,0,-0.05,-0.01,2.29,9.36,-3.52,-4.46,-10.02
1653401306319,0.27,-0.03,-0.06,0,2.3,9.33,-4.11,-4.56,-10.55
1653401306324,0.26,-0.03,-0.08,0,2.32,9.35,-4.88,-4.74,-10.72
1653401306329,0.27,0,-0.07,0.03,2.33,9.35,-5.51,-4.53,-10.97
1653401306334,0.28,0.03,-0.06,0.06,2.37,9.36,-6.14,-4.14,-11
1653401306339,0.3,0.06,-0.06,0.09,2.37,9.41,-6.63,-3.86,-11.18
1653401306344,0.33,0.08,-0.03,0.12,2.38,9.44,-7.19,-3.51,-11.6
1653401306348,0.36,0.09,0.01,0.15,2.39,9.49,-7.72,-2.99,-11.98
1653401306353,0.37,0.1,0.05,0.19,2.4,9.58,-7.96,-2.53,-12.75
1653401306357,0.4,0.12,0.12,0.2,2.41,9.66,-8.39,-2.11,-13.07
1653401306363,0.43,0.13,0.2,0.22,2.42,9.7,-8.28,-1.97,-13.63
1653401306367,0.46,0.15,0.26,0.24,2.42,9.78,-8.1,-1.73,-14.08
1653401306373,0.46,0.17,0.31,0.22,2.43,9.8,-7.23,-1.48,-14.75
1653401306377,0.46,0.16,0.35,0.22,2.42,9.85,-6.35,-1.59,-15.34
1653401306382,0.45,0.17,0.39,0.21,2.42,9.87,-5.37,-1.59,-15.9
1653401306386,0.43,0.16,0.41,0.2,2.43,9.87,-4.43,-1.87,-16.57
1653401306391,0.42,0.18,0.41,0.17,2.41,9.89,-3.45,-2.08,-17.13
1653401306396,0.4,0.18,0.42,0.15,2.41,9.85,-2.47,-2.5,-17.79
1653401306401,0.39,0.16,0.4,0.13,2.44,9.84,-1.8,-2.81,-18.35
1653401306406,0.35,0.18,0.37,0.11,2.41,9.81,-1.21,-3.02,-18.95
1653401306411,0.33,0.17,0.35,0.14,2.42,9.79,-0.93,-3.13,-19.44
1653401306416,0.35,0.17,0.32,0.1,2.4,9.78,-0.68,-3.23,-19.89
1653401306421,0.32,0.16,0.31,0.09,2.38,9.79,-0.3,-3.2,-20.1
1653401306425,0.3,0.14,0.31,0.04,2.34,9.78,-0.12,-2.95,-20.56
1653401306430,0.27,0.11,0.3,0.05,2.32,9.8,0.26,-2.5,-20.7
1653401306435,0.26,0.07,0.3,0.04,2.31,9.8,0.58,-2.32,-21.15
1653401306439,0.26,0.07,0.3,0.04,2.27,9.81,1.17,-2.22,-21.29
1653401306444,0.25,0.04,0.32,0.04,2.27,9.84,1.52,-2.57,-21.4
1653401306449,0.25,0.01,0.33,0.03,2.23,9.84,1.98,-2.92,-21.71
1653401306454,0.25,-0.01,0.34,0.01,2.22,9.84,2.33,-3.02,-22.13
1653401306459,0.23,-0.03,0.34,0,2.19,9.83,2.82,-3.06,-22.38
1653401306463,0.22,-0.07,0.32,0.03,2.17,9.83,3.52,-3.2,-22.69
1653401306469,0.23,-0.09,0.33,0.03,2.13,9.84,3.59,-3.09,-22.9
1653401306473,0.23,-0.11,0.34,0.03,2.12,9.83,4.25,-2.74,-23.46
1653401306478,0.25,-0.14,0.32,0.03,2.11,9.82,4.67,-2.29,-23.92
1653401306483,0.24,-0.16,0.31,0.01,2.09,9.79,5.23,-2.15,-24.09
1653401306487,0.23,-0.18,0.29,0.02,2.07,9.79,5.65,-2.01,-24.34
1653401306492,0.23,-0.2,0.28,-0.05,2.05,9.81,6.14,-1.83,-24.69
1653401306497,0.18,-0.22,0.29,-0.11,2.04,9.77,6.98,-1.73,-24.93
1653401306502,0.14,-0.24,0.28,-0.13,2.04,9.76,7.51,-1.73,-25.07
1653401306507,0.1,-0.24,0.25,-0.12,2.06,9.72,8.56,-1.73,-25.11
1653401306511,0.1,-0.24,0.23,-0.15,2.05,9.69,9.22,-2.08,-25
1653401306517,0.09,-0.24,0.18,-0.18,2.06,9.63,9.61,-2.15,-25.04
1653401306521,0.05,-0.24,0.14,-0.21,2.09,9.58,9.92,-2.36,-24.79
1653401306526,0.03,-0.23,0.09,-0.22,2.12,9.53,9.75,-2.6,-24.79
1653401306531,0.02,-0.2,0.04,-0.23,2.13,9.49,9.54,-2.74,-24.62
1653401306536,0.01,-0.18,-0.02,-0.21,2.15,9.41,9.15,-2.78,-24.48
1653401306540,0.02,-0.17,-0.09,-0.23,2.15,9.35,8.35,-2.74,-24.44
1653401306545,0.02,-0.18,-0.15,-0.22,2.16,9.33,7.54,-2.81,-24.27
1653401306550,0.02,-0.17,-0.17,-0.23,2.16,9.3,6.6,-2.74,-24.27
1653401306555,0.03,-0.17,-0.19,-0.25,2.15,9.3,5.76,-2.71,-24.2
1653401306560,0,-0.17,-0.2,-0.24,2.14,9.32,4.95,-2.81,-24.34
1653401306565,0.01,-0.19,-0.18,-0.26,2.14,9.33,4.53,-2.5,-24.27
1653401306570,0,-0.18,-0.17,-0.27,2.14,9.37,4.39,-2.22,-24.62
1653401306574,-0.01,-0.2,-0.13,-0.3,2.15,9.4,4.81,-2.08,-24.51
1653401306578,-0.03,-0.2,-0.1,-0.32,2.14,9.43,5.37,-1.83,-24.58
1653401306584,-0.05,-0.2,-0.06,-0.35,2.17,9.44,6.11,-1.8,-24.3
1653401306588,-0.08,-0.18,-0.04,-0.43,2.18,9.42,6.6,-1.69,-24.09
1653401306594,-0.13,-0.17,-0.05,-0.45,2.2,9.4,7.12,-1.59,-23.67
1653401306598,-0.17,-0.15,-0.07,-0.46,2.23,9.37,7.33,-1.69,-23.08
1653401306603,-0.16,-0.13,-0.1,-0.45,2.24,9.35,7.37,-1.66,-22.94
1653401306607,-0.17,-0.12,-0.12,-0.48,2.28,9.3,7.09,-1.66,-22.59
1653401306612,-0.18,-0.1,-0.16,-0.47,2.29,9.27,6.39,-1.62,-21.96
1653401306617,-0.18,-0.07,-0.19,-0.48,2.35,9.27,5.65,-1.62,-21.78
1653401306622,-0.17,-0.03,-0.2,-0.48,2.39,9.24,4.74,-1.76,-21.33
1653401306626,-0.17,0,-0.21,-0.47,2.4,9.24,3.94,-1.94,-20.98
1653401306632,-0.17,0.02,-0.23,-0.45,2.42,9.26,3.45,-2.25,-20.77
1653401306636,-0.15,0.04,-0.2,-0.45,2.45,9.28,3.1,-2.25,-20.7
1653401306641,-0.14,0.06,-0.19,-0.44,2.43,9.32,2.89,-2.46,-20.73
1653401306646,-0.13,0.05,-0.15,-0.44,2.46,9.31,2.78,-2.6,-20.66
1653401306651,-0.12,0.07,-0.14,-0.42,2.44,9.32,2.96,-2.53,-20.7
1653401306656,-0.1,0.06,-0.13,-0.44,2.42,9.33,3.06,-2.43,-20.8
1653401306660,-0.11,0.03,-0.12,-0.44,2.42,9.3,3.34,-2.01,-21.12
1653401306666,-0.11,0.03,-0.14,-0.45,2.41,9.31,3.24,-1.8,-20.98
1653401306670,-0.1,0.02,-0.13,-0.48,2.44,9.31,3.38,-1.38,-20.87
1653401306675,-0.14,0.03,-0.14,-0.54,2.43,9.3,3.03,-1.24,-21.08
1653401306680,-0.17,0.04,-0.14,-0.56,2.41,9.3,2.99,-1.13,-20.98
1653401306684,-0.2,0.01,-0.14,-0.59,2.44,9.31,2.54,-0.99,-20.66
1653401306690,-0.23,0.03,-0.14,-0.6,2.43,9.3,2.08,-0.96,-20.66
1653401306694,-0.26,0.03,-0.16,-0.64,2.4,9.28,1.66,-0.82,-20.35
1653401306699,-0.26,0.02,-0.16,-0.69,2.4,9.3,1.31,-0.92,-20.14
1653401306704,-0.29,0,-0.15,-0.73,2.4,9.33,0.75,-1.27,-19.86
1653401306708,-0.32,0,-0.12,-0.72,2.38,9.34,0.3,-1.27,-19.65
1653401306713,-0.34,-0.03,-0.1,-0.74,2.37,9.39,0.16,-1.31,-19.58
1653401306718,-0.34,-0.03,-0.06,-0.75,2.39,9.45,0.23,-1.27,-19.23
1653401306723,-0.36,-0.01,-0.01,-0.74,2.41,9.49,0.54,-1.31,-18.81
1653401306728,-0.35,0,0.04,-0.75,2.41,9.51,1.03,-1.45,-18.28
1653401306732,-0.34,0,0.07,-0.79,2.38,9.53,1.31,-1.31,-17.79
1653401306737,-0.36,-0.02,0.09,-0.79,2.4,9.55,1.98,-1.41,-17.06
1653401306742,-0.37,0,0.11,-0.77,2.4,9.54,2.33,-1.52,-16.46
1653401306747,-0.36,0,0.1,-0.8,2.4,9.55,2.89,-1.8,-15.9
1653401306752,-0.37,0,0.11,-0.82,2.41,9.56,3.1,-2.04,-15.41
1653401306756,-0.38,0,0.12,-0.79,2.4,9.54,3.52,-2.67,-15.06
1653401306762,-0.36,-0.01,0.1,-0.79,2.44,9.52,3.83,-3.34,-14.64
1653401306766,-0.36,0,0.1,-0.78,2.44,9.49,3.94,-3.51,-14.29
1653401306771,-0.34,0.02,0.07,-0.78,2.44,9.47,4.18,-3.79,-13.73
1653401306776,-0.34,0.02,0.04,-0.77,2.44,9.47,4.25,-4.11,-13.1
1653401306781,-0.33,0.01,0.03,-0.76,2.46,9.48,4.36,-4.46,-12.68
1653401306786,-0.31,0.03,0.04,-0.78,2.46,9.46,4.29,-4.35,-11.84
1653401306790,-0.31,0.02,0.03,-0.73,2.45,9.41,4.32,-4,-11.7
1653401306795,-0.3,0.03,-0.01,-0.73,2.43,9.4,4.25,-3.69,-11.18
1653401306800,-0.28,0.01,-0.03,-0.72,2.44,9.38,4.39,-3.27,-10.69
1653401306805,-0.27,0,-0.05,-0.76,2.43,9.35,3.97,-2.81,-10.44
1653401306810,-0.28,-0.01,-0.07,-0.78,2.43,9.33,3.8,-2.6,-10.09
1653401306814,-0.31,-0.02,-0.08,-0.79,2.43,9.34,3.59,-2.32,-9.85
1653401306819,-0.32,-0.01,-0.09,-0.81,2.42,9.28,3.24,-2.15,-9.32
1653401306823,-0.34,-0.02,-0.13,-0.82,2.38,9.29,2.82,-2.04,-9.04
1653401306828,-0.35,-0.05,-0.14,-0.86,2.36,9.27,2.43,-2.15,-8.69
1653401306833,-0.39,-0.09,-0.15,-0.92,2.32,9.27,1.8,-2.46,-8.24
1653401306838,-0.41,-0.11,-0.15,-0.93,2.3,9.3,1.21,-2.67,-7.68
1653401306843,-0.45,-0.14,-0.13,-0.96,2.28,9.31,0.65,-2.78,-7.08
1653401306848,-0.48,-0.16,-0.12,-0.99,2.3,9.33,0.3,-2.95,-6.31
1653401306852,-0.51,-0.15,-0.09,-1.01,2.29,9.38,0.05,-2.78,-5.47
1653401306857,-0.52,-0.16,-0.06,-1.02,2.27,9.4,-0.26,-2.57,-4.32
1653401306862,-0.52,-0.16,-0.02,-1,2.27,9.45,-0.05,-1.69,-2.64
1653401306867,-0.51,-0.17,0.03,-0.95,2.26,9.51,0.02,-1.03,-1.73
1653401306872,-0.47,-0.18,0.08,-0.86,2.26,9.58,0.47,-0.5,-0.89
1653401306877,-0.39,-0.18,0.13,-0.81,2.29,9.64,1,-0.29,-0.5
1653401306881,-0.32,-0.16,0.2,-0.75,2.3,9.65,1.35,-0.08,-0.26
1653401306886,-0.27,-0.14,0.23,-0.71,2.33,9.67,1.77,-0.01,-0.19
1653401306891,-0.22,-0.12,0.23,-0.66,2.35,9.67,2.33,-0.05,-0.19
1653401306896,-0.16,-0.1,0.24,-0.59,2.39,9.69,2.89,-0.29,-0.08
1653401306901,-0.1,-0.06,0.26,-0.56,2.41,9.68,3.55,-0.54,0.13
1653401306905,-0.06,-0.04,0.26,-0.54,2.45,9.67,4.32,-0.96,-0.05
1653401306910,-0.03,-0.01,0.25,-0.5,2.47,9.65,4.71,-1.1,-0.01
1653401306915,-0.01,0.01,0.23,-0.51,2.47,9.65,5.55,-1.45,-0.22
1653401306920,-0.01,0.01,0.22,-0.49,2.48,9.62,6.18,-1.94,-0.54
1653401306924,0.01,0.01,0.2,-0.48,2.49,9.56,6.81,-2.36,-0.64
1653401306929,0.02,0.01,0.15,-0.47,2.49,9.55,7.26,-2.39,-0.75
1653401306934,0.03,0.02,0.12,-0.48,2.5,9.49,7.82,-2.57,-0.61
1653401306939,0.01,0.02,0.07,-0.48,2.53,9.45,8.42,-2.92,-0.78
1653401306944,0.01,0.03,0.03,-0.49,2.54,9.41,8.56,-3.09,-0.5
1653401306948,0.01,0.04,-0.01,-0.51,2.56,9.35,8.91,-2.99,-0.12
1653401306953,-0.02,0.05,-0.05,-0.49,2.56,9.28,8.91,-2.88,0.27
1653401306958,0,0.04,-0.11,-0.46,2.59,9.23,8.84,-2.6,0.55
1653401306963,0.01,0.07,-0.16,-0.48,2.63,9.21,8.56,-2.29,0.9
1653401306968,0.01,0.1,-0.21,-0.45,2.63,9.15,8,-2.08,1.32
1653401306973,0.03,0.11,-0.25,-0.4,2.65,9.13,7.44,-1.9,1.81
1653401306978,0.06,0.1,-0.27,-0.34,2.65,9.13,6.84,-1.62,1.77
1653401306982,0.11,0.11,-0.29,-0.34,2.67,9.1,6.25,-1.34,1.63
1653401306987,0.14,0.12,-0.29,-0.3,2.68,9.14,5.2,-1.34,1.25
1653401306992,0.15,0.12,-0.27,-0.29,2.68,9.15,4.5,-1.24,1.11
1653401306997,0.18,0.12,-0.25,-0.3,2.67,9.19,3.66,-1.48,1.07
1653401307002,0.17,0.11,-0.22,-0.3,2.66,9.22,3.2,-1.55,0.83
1653401307006,0.17,0.1,-0.18,-0.29,2.66,9.27,2.96,-1.45,0.76
1653401307011,0.17,0.08,-0.14,-0.31,2.62,9.3,2.71,-1.59,0.62
1653401307017,0.16,0.06,-0.1,-0.3,2.6,9.31,2.92,-1.48,0.58
1653401307021,0.15,0.03,-0.08,-0.3,2.59,9.33,3.03,-1.66,0.69
1653401307025,0.14,0.02,-0.06,-0.3,2.57,9.34,3.2,-1.94,0.65
1653401307030,0.15,0,-0.05,-0.32,2.57,9.32,3.27,-2.01,0.58
1653401307036,0.14,-0.01,-0.07,-0.29,2.55,9.34,3.13,-2.22,0.51
1653401307040,0.14,-0.03,-0.05,-0.28,2.52,9.35,2.85,-2.46,0.34
1653401307045,0.15,-0.06,-0.04,-0.27,2.5,9.36,2.54,-2.64,-0.05
1653401307049,0.17,-0.08,-0.03,-0.25,2.47,9.34,2.01,-2.67,-0.33
1653401307054,0.17,-0.1,-0.04,-0.26,2.47,9.34,1.56,-2.53,-0.43
1653401307059,0.18,-0.11,-0.04,-0.23,2.44,9.37,1.21,-2.39,-0.61
1653401307064,0.19,-0.14,-0.01,-0.22,2.42,9.41,1,-2.32,-0.85
1653401307069,0.19,-0.16,0.02,-0.25,2.37,9.44,0.72,-2.11,-0.92
1653401307073,0.18,-0.2,0.05,-0.26,2.35,9.45,0.89,-1.94,-0.92
1653401307078,0.16,-0.22,0.07,-0.3,2.3,9.47,0.89,-1.73,-0.96
1653401307083,0.12,-0.27,0.09,-0.32,2.27,9.51,1,-1.87,-0.85
1653401307088,0.11,-0.3,0.11,-0.33,2.25,9.53,1.56,-1.8,-0.71
1653401307093,0.09,-0.32,0.14,-0.35,2.24,9.53,2.36,-2.01,-0.47
1653401307098,0.06,-0.34,0.14,-0.37,2.24,9.5,2.92,-2.15,-0.29
1653401307103,0.04,-0.35,0.12,-0.37,2.23,9.49,3.62,-2.53,-0.08
1653401307107,0.04,-0.35,0.11,-0.34,2.25,9.48,4.08,-2.85,0.3
1653401307112,0.06,-0.33,0.09,-0.31,2.24,9.42,4.39,-2.95,0.48
1653401307117,0.08,-0.34,0.05,-0.31,2.22,9.37,4.32,-2.88,0.51
1653401307122,0.08,-0.35,0,-0.26,2.23,9.31,4.25,-2.71,0.58
1653401307127,0.12,-0.35,-0.05,-0.28,2.27,9.26,3.83,-2.57,0.44
1653401307132,0.11,-0.33,-0.1,-0.26,2.28,9.21,3.55,-2.15,0.09
1653401307136,0.12,-0.31,-0.15,-0.27,2.3,9.2,3.06,-2.04,-0.05
1653401307141,0.11,-0.28,-0.18,-0.28,2.32,9.15,2.92,-2.04,0.02
1653401307146,0.1,-0.28,-0.21,-0.3,2.34,9.13,2.29,-1.97,0.06
1653401307151,0.09,-0.24,-0.23,-0.31,2.36,9.13,2.01,-1.94,0.2
1653401307155,0.08,-0.23,-0.23,-0.28,2.37,9.11,1.52,-2.18,0.23
1653401307161,0.08,-0.21,-0.25,-0.26,2.39,9.13,1.17,-2.25,0.34
1653401307165,0.11,-0.19,-0.24,-0.26,2.43,9.15,0.72,-2.36,0.34
1653401307169,0.11,-0.16,-0.23,-0.24,2.43,9.16,0.47,-2.39,0.2
1653401307174,0.12,-0.15,-0.2,-0.21,2.47,9.18,0.33,-2.25,0.06
1653401307179,0.14,-0.12,-0.19,-0.19,2.46,9.16,0.19,-1.9,-0.08
1653401307184,0.17,-0.11,-0.19,-0.17,2.48,9.19,0.05,-1.66,-0.19
1653401307189,0.2,-0.1,-0.18,-0.17,2.48,9.22,-0.09,-1.59,-0.5
1653401307194,0.19,-0.1,-0.15,-0.21,2.49,9.22,-0.05,-1.52,-0.75
1653401307199,0.15,-0.08,-0.14,-0.22,2.52,9.23,0.16,-1.55,-0.99
1653401307204,0.14,-0.07,-0.13,-0.24,2.52,9.23,-0.02,-1.55,-1.13
1653401307209,0.12,-0.05,-0.13,-0.25,2.55,9.24,-0.02,-1.45,-1.13
1653401307213,0.11,-0.03,-0.12,-0.27,2.56,9.24,-0.09,-1.62,-1.27
1653401307218,0.08,-0.01,-0.11,-0.27,2.57,9.27,-0.26,-1.62,-1.24
1653401307222,0.07,0,-0.09,-0.29,2.59,9.28,-0.58,-1.62,-1.38
1653401307228,0.06,0.02,-0.07,-0.29,2.64,9.27,-0.68,-1.55,-1.17
1653401307233,0.05,0.04,-0.07,-0.32,2.64,9.29,-0.61,-1.27,-1.31
1653401307237,0.03,0.07,-0.06,-0.31,2.65,9.31,-0.89,-1.2,-1.1
1653401307241,0.03,0.07,-0.04,-0.28,2.64,9.32,-0.89,-0.75,-1.2
1653401307247,0.05,0.07,-0.03,-0.29,2.66,9.33,-1.1,-0.5,-1.2
1653401307251,0.06,0.09,-0.03,-0.29,2.66,9.33,-1.38,-0.22,-1.48
1653401307256,0.05,0.09,-0.02,-0.33,2.64,9.35,-1.49,0.06,-1.55
1653401307261,0.03,0.07,0,-0.34,2.61,9.38,-1.63,0.34,-1.76
1653401307266,0.01,0.05,0.03,-0.38,2.6,9.42,-1.8,0.44,-1.9
1653401307270,-0.02,0.04,0.05,-0.4,2.59,9.43,-1.94,0.51,-2.04
1653401307275,-0.05,0.03,0.08,-0.45,2.6,9.45,-1.94,0.51,-1.83
1653401307280,-0.09,0.03,0.09,-0.49,2.57,9.45,-1.94,0.55,-1.76
1653401307285,-0.13,0.02,0.1,-0.5,2.57,9.46,-1.87,0.48,-1.62
1653401307290,-0.15,0,0.11,-0.51,2.52,9.47,-1.84,0.65,-1.27
1653401307295,-0.16,-0.04,0.11,-0.54,2.51,9.47,-1.73,0.97,-0.92
1653401307299,-0.18,-0.04,0.11,-0.59,2.46,9.45,-1.63,1.77,-0.36
1653401307304,-0.22,-0.08,0.1,-0.61,2.46,9.45,-1.24,2.44,0.41
1653401307309,-0.24,-0.09,0.09,-0.64,2.46,9.47,-0.89,3.45,0.97
1653401307314,-0.27,-0.08,0.11,-0.65,2.44,9.49,-0.44,4.26,1.21
1653401307319,-0.28,-0.11,0.11,-0.69,2.44,9.57,0.3,5.2,1.39
1653401307324,-0.3,-0.1,0.17,-0.68,2.42,9.6,1.21,6.01,1.63
1653401307329,-0.29,-0.12,0.23,-0.65,2.4,9.59,2.61,7.13,1.74
1653401307333,-0.25,-0.15,0.22,-0.69,2.39,9.67,3.87,7.79,2.02
1653401307338,-0.27,-0.17,0.27,-0.73,2.43,9.78,5.44,8,2.4
1653401307343,-0.31,-0.13,0.4,-0.66,2.4,9.83,7.12,7.72,3.1
1653401307348,-0.25,-0.16,0.46,-0.6,2.34,9.79,8.35,6.74,3.31
1653401307353,-0.19,-0.21,0.43,-0.62,2.34,9.76,9.33,5.73,3.45
1653401307358,-0.18,-0.25,0.41,-0.64,2.38,9.74,10.06,4.89,3.35
1653401307362,-0.2,-0.2,0.37,-0.65,2.45,9.68,10.34,4.26,3.42
1653401307366,-0.2,-0.16,0.33,-0.66,2.48,9.65,10.94,3.03,3.38
1653401307371,-0.22,-0.12,0.28,-0.61,2.51,9.57,11.01,2.12,3.59
1653401307377,-0.17,-0.1,0.22,-0.59,2.52,9.51,11.08,1.42,3.63
1653401307381,-0.15,-0.09,0.15,-0.56,2.57,9.41,10.66,0.79,3.77
1653401307386,-0.12,-0.06,0.07,-0.57,2.6,9.32,10.2,0.65,3.87
1653401307391,-0.12,-0.04,-0.01,-0.55,2.62,9.26,9.78,0.55,3.98
1653401307395,-0.11,-0.02,-0.09,-0.54,2.67,9.18,8.8,0.44,4.26
1653401307400,-0.1,0.01,-0.16,-0.52,2.7,9.11,8.1,0.23,4.64
1653401307405,-0.1,0.04,-0.22,-0.47,2.71,9.04,6.49,-0.15,4.82
1653401307410,-0.04,0.06,-0.3,-0.42,2.75,8.96,5.3,-0.4,5.06
1653401307415,0,0.08,-0.36,-0.39,2.77,8.91,3.31,-0.33,4.99
1653401307419,0.03,0.11,-0.42,-0.34,2.77,8.87,2.12,-0.29,5.03
1653401307424,0.09,0.11,-0.46,-0.3,2.81,8.86,-0.09,-0.01,4.78
1653401307429,0.13,0.14,-0.48,-0.27,2.8,8.88,-1.84,0.2,4.5
1653401307434,0.15,0.15,-0.46,-0.22,2.79,8.91,-3.17,0.48,4.47
1653401307439,0.18,0.13,-0.44,-0.19,2.8,8.95,-4.5,0.65,4.22
1653401307444,0.24,0.15,-0.4,-0.2,2.8,8.98,-5.48,1.07,3.91
1653401307449,0.23,0.15,-0.36,-0.18,2.81,9.05,-6.39,1.39,3.73
1653401307453,0.25,0.15,-0.31,-0.18,2.79,9.08,-6.98,1.81,3.59
1653401307458,0.25,0.15,-0.25,-0.17,2.77,9.18,-7.16,2.4,3.24
1653401307463,0.24,0.13,-0.19,-0.17,2.74,9.23,-7.05,2.96,2.96
1653401307467,0.26,0.11,-0.11,-0.12,2.74,9.33,-6.49,3.21,2.61
1653401307473,0.29,0.1,-0.01,-0.13,2.72,9.43,-5.86,3.1,2.37
1653401307477,0.29,0.11,0.07,-0.14,2.7,9.45,-5.09,3.1,1.95
1653401307482,0.28,0.08,0.12,-0.16,2.7,9.5,-4.25,2.86,1.42
1653401307487,0.27,0.08,0.15,-0.19,2.66,9.51,-3.69,2.44,1.25
1653401307491,0.25,0.04,0.17,-0.24,2.65,9.51,-3.06,2.05,0.72
1653401307497,0.19,0.04,0.18,-0.29,2.64,9.5,-2.57,1.7,0.65
1653401307501,0.13,0.02,0.17,-0.33,2.62,9.49,-2.26,1.6,0.51
1653401307506,0.1,0.01,0.15,-0.4,2.61,9.49,-1.8,1.28,0.51
1653401307511,0.04,0.01,0.16,-0.46,2.6,9.47,-1.38,0.9,0.72
1653401307516,-0.01,-0.01,0.13,-0.48,2.61,9.47,-1.35,0.72,0.83
1653401307521,-0.06,-0.01,0.12,-0.51,2.58,9.44,-1.17,0.41,1.07
