time,sensor_x0[undefined],sensor_y0[undefined],sensor_z0[undefined],sensor_x[undefined],sensor_y[undefined],sensor_z[undefined],sensor_alpha[undefined],sensor_beta[undefined],sensor_gamma[undefined]
1653402809293,-0.67,0.55,-1.8,0.47,4.08,7.28,6.49,-32.64,25.96
1653402809297,-0.5,0.52,-1.74,0.66,4.04,7.29,10.2,-37.68,25.82
1653402809303,-0.35,0.48,-1.72,0.81,4.03,7.28,14.33,-42.3,25.05
1653402809308,-0.23,0.46,-1.72,1.02,4.01,7.23,17.24,-44.22,24
1653402809312,-0.08,0.42,-1.74,1.21,3.98,7.13,19.44,-44.64,22.63
1653402809317,0.04,0.39,-1.81,1.28,3.98,7.05,21.16,-43.59,20.92
1653402809322,0.12,0.37,-1.89,1.37,4.04,6.96,21.93,-41.32,19.34
1653402809327,0.16,0.39,-1.97,1.39,4.11,6.91,22.07,-38.2,17.77
1653402809331,0.17,0.43,-2.01,1.38,4.2,6.95,21.61,-34.63,16.33
1653402809336,0.14,0.5,-1.99,1.32,4.3,7.07,20.6,-31.17,15.04
1653402809341,0.07,0.59,-1.89,1.28,4.37,7.15,19.79,-28.54,13.92
1653402809346,-0.01,0.67,-1.76,1.21,4.47,7.32,18.39,-24.72,12.38
1653402809351,-0.1,0.73,-1.62,1.18,4.53,7.41,17.62,-22.62,11.29
1653402809355,-0.15,0.8,-1.48,1.16,4.6,7.62,16.43,-20.42,9.96
1653402809361,-0.2,0.84,-1.31,1.14,4.63,7.75,14.72,-17.93,7.83
1653402809366,-0.21,0.89,-1.16,1.1,4.64,7.86,12.9,-16.39,5.87
1653402809369,-0.27,0.89,-1.02,1.08,4.66,8,11.36,-15.66,4.36
1653402809375,-0.3,0.9,-0.89,1.07,4.67,8.09,8.45,-14.26,1.95
1653402809380,-0.33,0.9,-0.77,0.99,4.7,8.23,5.72,-12.82,0.09
1653402809385,-0.4,0.92,-0.66,0.96,4.74,8.31,3.52,-11.42,-0.78
1653402809390,-0.45,0.96,-0.54,0.91,4.77,8.51,-0.05,-8.59,-1.8
1653402809394,-0.5,1,-0.4,0.85,4.82,8.69,-2.4,-6.59,-1.97
1653402809399,-0.54,1.04,-0.22,0.79,4.83,8.87,-4.78,-3.65,-1.73
1653402809403,-0.61,1.06,-0.05,0.7,4.85,9.08,-6.67,0.16,-0.68
1653402809408,-0.69,1.09,0.15,0.63,4.86,9.35,-7.26,3.28,0.2
1653402809413,-0.75,1.11,0.4,0.62,4.84,9.53,-7.26,5.24,1.18
1653402809418,-0.79,1.09,0.65,0.58,4.83,9.84,-5.93,7.44,2.26
1653402809423,-0.81,1.07,0.89,0.54,4.81,10.07,-3.03,9.44,3.56
1653402809427,-0.83,1.07,1.13,0.55,4.74,10.24,0.33,10.49,4.89
1653402809432,-0.83,1.02,1.32,0.57,4.72,10.36,5.86,11.5,5.83
1653402809437,-0.81,0.96,1.47,0.65,4.63,10.49,9.57,12.2,6.11
1653402809442,-0.74,0.9,1.59,0.71,4.54,10.53,16.33,13.74,6.39
1653402809447,-0.67,0.79,1.66,0.74,4.51,10.55,20.49,14.69,6.36
1653402809452,-0.61,0.72,1.69,0.77,4.42,10.51,25.88,16.16,6.53
1653402809457,-0.58,0.63,1.68,0.8,4.4,10.49,30.89,17.66,6.6
1653402809461,-0.53,0.55,1.65,0.84,4.35,10.46,34.88,18.78,6.46
1653402809466,-0.5,0.5,1.63,0.84,4.33,10.45,37.75,18.96,6.6
1653402809471,-0.47,0.44,1.63,0.89,4.27,10.47,39.22,18.12,6.6
1653402809476,-0.42,0.36,1.65,0.86,4.22,10.45,39.11,16.37,6.57
1653402809480,-0.41,0.27,1.65,0.82,4.18,10.46,38.17,14.51,6.57
1653402809485,-0.45,0.2,1.66,0.74,4.17,10.51,35.09,11.05,6.46
1653402809490,-0.5,0.15,1.7,0.64,4.19,10.62,31.8,7.72,6.67
1653402809494,-0.58,0.15,1.78,0.57,4.23,10.74,28.16,4.26,7.23
1653402809499,-0.67,0.17,1.91,0.51,4.23,10.86,24.62,1.46,7.93
1653402809504,-0.73,0.15,2.04,0.49,4.23,10.95,21.58,0.2,8.56
1653402809509,-0.76,0.17,2.15,0.5,4.21,10.99,19.37,0.79,9.37
1653402809515,-0.77,0.11,2.21,0.49,4.13,11.07,18.04,3.87,9.96
1653402809519,-0.77,0.06,2.27,0.44,4.07,11.14,17.8,8.53,10.66
1653402809523,-0.8,-0.03,2.35,0.39,4.04,11.17,18.78,14.37,11.08
1653402809529,-0.84,-0.09,2.4,0.37,4.03,11.18,20.32,19.2,11.85
1653402809533,-0.87,-0.11,2.42,0.28,4.01,11.23,24.06,26.76,13.43
1653402809538,-0.91,-0.14,2.45,0.22,4.05,11.3,26.58,30.23,14.72
1653402809543,-0.96,-0.13,2.53,0.07,4.1,11.35,30.05,33.9,17.28
1653402809548,-1.08,-0.11,2.59,-0.1,4.16,11.36,31.59,34.53,19.41
1653402809553,-1.21,-0.09,2.61,-0.16,4.19,11.36,32.01,33.38,21.09
1653402809557,-1.3,-0.06,2.62,-0.18,4.23,11.37,30.43,28.72,23.86
1653402809562,-1.32,-0.04,2.64,-0.14,4.23,11.36,27.77,22.95,25.96
1653402809567,-1.29,-0.05,2.64,-0.03,4.21,11.37,23.71,16.12,28.09
1653402809572,-1.2,-0.08,2.64,0.14,4.14,11.39,20.14,10.63,29.42
1653402809576,-1.06,-0.14,2.65,0.31,4.07,11.41,13.53,1.77,31.42
1653402809581,-0.9,-0.21,2.68,0.51,3.96,11.35,9.75,-3.09,32.29
1653402809586,-0.72,-0.3,2.65,0.67,3.9,11.23,4.18,-8.41,32.92
1653402809591,-0.57,-0.38,2.55,0.85,3.81,11.08,0.96,-9.36,32.92
1653402809596,-0.42,-0.45,2.4,1.05,3.73,10.89,-0.68,-7.26,32.15
1653402809601,-0.24,-0.53,2.23,1.23,3.61,10.72,-0.61,-2.22,30.68
1653402809605,-0.05,-0.64,2.05,1.39,3.5,10.54,1.17,5.17,28.72
1653402809610,0.12,-0.75,1.87,1.5,3.31,10.32,4.57,14.27,26.34
1653402809615,0.25,-0.91,1.67,1.51,3.13,10.07,9.36,24.35,23.51
1653402809620,0.31,-1.1,1.43,1.45,2.95,9.81,14.86,34.74,20.78
1653402809624,0.3,-1.29,1.17,1.33,2.81,9.59,19.13,42.06,18.64
1653402809629,0.21,-1.49,0.89,1.06,2.62,9.22,25.95,52.03,15.35
1653402809634,0.04,-1.67,0.6,0.75,2.54,8.89,29.98,57.84,13.32
1653402809639,-0.21,-1.79,0.29,0.47,2.5,8.58,31.94,60.43,12.55
1653402809644,-0.45,-1.87,-0.02,0.13,2.49,8.24,33.02,62.08,12.34
1653402809649,-0.74,-1.9,-0.34,-0.21,2.52,7.95,31.59,60.96,13.64
1653402809654,-1.04,-1.91,-0.65,-0.42,2.61,7.78,28.75,57.25,15.7
1653402809659,-1.3,-1.84,-0.89,-0.82,2.77,7.59,24.27,51.61,18.99
1653402809663,-1.59,-1.72,-1.05,-1.03,2.86,7.49,18.43,44.19,22.6
1653402809668,-1.86,-1.61,-1.18,-1.26,3.02,7.43,11.78,35.44,26.41
1653402809673,-2.05,-1.48,-1.24,-1.37,3.17,7.49,4.5,25.43,30.05
1653402809678,-2.18,-1.33,-1.22,-1.43,3.32,7.6,-3.06,14.86,33.52
1653402809683,-2.26,-1.17,-1.13,-1.42,3.43,7.77,-10.14,4.22,36.49
1653402809687,-2.29,-1.04,-0.98,-1.31,3.49,7.98,-15.04,-3.62,38.31
1653402809692,-2.25,-0.94,-0.8,-1.15,3.52,8.2,-22.21,-15.52,40.55
1653402809696,-2.13,-0.87,-0.58,-0.92,3.45,8.46,-26.59,-23.36,41.46
1653402809701,-1.95,-0.9,-0.35,-0.64,3.35,8.71,-29.95,-29.84,41.5
1653402809706,-1.73,-0.94,-0.1,-0.33,3.21,8.98,-32.12,-34.56,40.94
1653402809711,-1.47,-1.04,0.15,-0.04,3.11,9.23,-33.2,-37.57,39.54
1653402809716,-1.22,-1.12,0.41,0.24,2.99,9.42,-33.48,-38.66,37.58
1653402809720,-0.96,-1.2,0.61,0.46,2.9,9.5,-33.13,-37.92,35.3
1653402809725,-0.72,-1.3,0.73,0.78,2.74,9.58,-31.94,-34.81,33.1
1653402809730,-0.49,-1.41,0.8,0.99,2.63,9.57,-30.23,-29.8,30.86
1653402809735,-0.29,-1.5,0.8,1.16,2.56,9.53,-28.09,-22.87,28.97
1653402809740,-0.13,-1.56,0.77,1.22,2.48,9.44,-25.4,-14.64,27.53
1653402809745,-0.05,-1.61,0.68,1.23,2.47,9.31,-21.62,-2.85,26.1
1653402809750,-0.02,-1.63,0.59,1.22,2.48,9.23,-19.9,1.95,25.85
1653402809754,-0.03,-1.61,0.47,1.15,2.48,9.05,-16.26,12.31,25.61
1653402809759,-0.06,-1.59,0.31,1.05,2.53,8.86,-11.19,25.12,25.85
1653402809764,-0.14,-1.55,0.12,0.92,2.61,8.66,-6.95,34.74,26.62
1653402809769,-0.24,-1.46,-0.08,0.73,2.64,8.43,-2.78,43.25,27.36
1653402809773,-0.38,-1.42,-0.32,0.57,2.74,8.24,0.93,50.04,28.16
1653402809778,-0.51,-1.33,-0.52,0.4,2.76,8.06,4.36,55.25,28.79
1653402809783,-0.66,-1.29,-0.69,0.28,2.82,7.79,6.84,59.1,29.42
1653402809788,-0.76,-1.24,-0.94,0.17,2.88,7.5,8.8,61.69,29.95
1653402809793,-0.84,-1.18,-1.23,0.1,2.97,7.25,10.06,63.06,30.82
1653402809797,-0.89,-1.11,-1.5,0,3.08,7.03,10.55,63.2,31.07
1653402809803,-0.93,-1.02,-1.73,-0.06,3.16,6.86,10.2,61.52,31.77
1653402809808,-0.97,-0.93,-1.92,-0.1,3.24,6.77,9.68,59.91,32.08
1653402809811,-0.99,-0.82,-2.05,-0.23,3.38,6.63,8.45,56.83,32.12
1653402809817,-1.06,-0.72,-2.16,-0.28,3.53,6.58,6.81,51.82,32.43
1653402809822,-1.12,-0.59,-2.23,-0.32,3.64,6.59,5.93,48.39,32.29
1653402809827,-1.14,-0.46,-2.25,-0.36,3.74,6.61,4.32,41.78,31.7
1653402809832,-1.15,-0.35,-2.22,-0.32,3.77,6.63,3.45,36.63,30.93
1653402809836,-1.13,-0.29,-2.21,-0.32,3.84,6.69,3.1,32.68,30.16
1653402809841,-1.09,-0.23,-2.15,-0.29,3.85,6.77,2.54,27.57,29.04
1653402809845,-1.06,-0.21,-2.07,-0.23,3.86,6.85,2.5,21.55,27.01
1653402809850,-1,-0.2,-1.99,-0.18,3.84,6.96,2.96,17.35,25.19
1653402809855,-0.95,-0.22,-1.89,-0.16,3.82,7.03,3.31,13.74,23.26
1653402809860,-0.92,-0.23,-1.82,-0.12,3.77,7.1,3.73,11.4,22.04
1653402809865,-0.89,-0.27,-1.74,-0.11,3.75,7.13,4.36,8.84,20.6
1653402809869,-0.87,-0.32,-1.69,-0.13,3.68,7.2,5.37,6.67,18.85
1653402809874,-0.87,-0.38,-1.62,-0.16,3.68,7.25,6.21,5.73,17.52
1653402809879,-0.91,-0.4,-1.58,-0.16,3.65,7.27,6.56,5.76,17.31
1653402809884,-0.92,-0.41,-1.54,-0.17,3.62,7.32,6.84,5.94,17.07
1653402809889,-0.93,-0.44,-1.5,-0.17,3.61,7.4,6.88,6.04,17.03
1653402809894,-0.92,-0.47,-1.43,-0.21,3.58,7.47,6.28,6.18,17.1
1653402809899,-0.96,-0.49,-1.34,-0.22,3.56,7.54,5.76,6.5,17.35
1653402809903,-0.98,-0.52,-1.26,-0.23,3.57,7.58,4.71,7.09,17.59
1653402809908,-0.99,-0.52,-1.21,-0.18,3.52,7.63,3.97,8,17.84
1653402809913,-0.95,-0.55,-1.17,-0.18,3.55,7.69,3.31,9.23,18.15
1653402809918,-0.92,-0.56,-1.12,-0.21,3.57,7.79,2.89,9.96,18.33
1653402809923,-0.95,-0.52,-1.01,-0.23,3.58,7.97,2.68,10.42,18.43
1653402809928,-0.96,-0.51,-0.86,-0.25,3.59,8.05,2.61,10.77,18.47
1653402809932,-0.99,-0.5,-0.75,-0.25,3.61,8.07,2.92,11.71,18.54
1653402809937,-0.99,-0.48,-0.71,-0.25,3.62,8.12,3.48,12.87,18.75
1653402809941,-0.98,-0.47,-0.65,-0.23,3.64,8.16,4.53,14.51,18.85
1653402809946,-0.96,-0.46,-0.62,-0.27,3.68,8.2,5.86,15.77,19.06
1653402809951,-0.97,-0.43,-0.59,-0.34,3.74,8.22,7.47,16.86,19.13
1653402809956,-1.03,-0.39,-0.56,-0.47,3.8,8.24,8.98,17.59,19.52
1653402809961,-1.12,-0.33,-0.53,-0.58,3.85,8.26,10.69,17.91,19.8
1653402809965,-1.24,-0.28,-0.51,-0.66,3.96,8.29,12.41,17.73,20.25
1653402809970,-1.33,-0.2,-0.47,-0.73,4,8.3,13.42,17.45,20.78
1653402809975,-1.4,-0.14,-0.45,-0.78,4.07,8.4,14.72,16.51,21.72
1653402809980,-1.45,-0.09,-0.38,-0.83,4.14,8.45,15.17,15.46,22.67
1653402809985,-1.49,-0.03,-0.31,-0.89,4.17,8.5,15.73,14.3,23.86
1653402809990,-1.54,0,-0.26,-0.91,4.24,8.58,15.91,13.01,25.05
1653402809995,-1.56,0.04,-0.18,-0.91,4.28,8.64,15.91,11.61,25.92
1653402809999,-1.58,0.08,-0.11,-0.9,4.27,8.75,15.45,9.02,27.04
1653402810004,-1.57,0.09,-0.01,-0.9,4.3,8.81,14.58,6.85,28.06
1653402810009,-1.58,0.09,0.09,-0.89,4.36,8.88,13.6,5.17,28.44
1653402810014,-1.58,0.14,0.15,-0.89,4.41,8.94,11.67,2.58,29.04
1653402810018,-1.58,0.19,0.22,-0.85,4.47,9.03,9.78,0.65,29.35
1653402810023,-1.57,0.24,0.3,-0.84,4.5,9.15,7.82,-1.17,29.7
1653402810028,-1.55,0.27,0.4,-0.8,4.53,9.26,5.69,-3.27,29.95
1653402810033,-1.53,0.31,0.54,-0.69,4.53,9.42,3.52,-5.61,30.19
1653402810038,-1.46,0.3,0.67,-0.58,4.49,9.57,1.14,-8.59,30.54
1653402810043,-1.38,0.28,0.81,-0.48,4.44,9.76,-1.49,-11.63,30.86
1653402810048,-1.3,0.25,0.98,-0.35,4.37,9.94,-3.9,-15.03,31.1
1653402810053,-1.19,0.18,1.16,-0.23,4.34,10.1,-6.67,-18.25,31.73
1653402810057,-1.1,0.15,1.33,-0.13,4.33,10.24,-9.16,-20.49,32.19
1653402810062,-1.01,0.13,1.48,-0.07,4.36,10.33,-11.08,-20.91,32.96
1653402810067,-0.95,0.16,1.58,-0.08,4.43,10.38,-12.06,-19.79,33.48
1653402810072,-0.98,0.24,1.64,-0.22,4.6,10.41,-12.48,-15.31,34.64
1653402810077,-1.09,0.39,1.66,-0.3,4.73,10.51,-12.2,-10.65,35.72
1653402810081,-1.21,0.53,1.72,-0.37,4.82,10.64,-11.19,-6.7,37.12
1653402810086,-1.29,0.65,1.85,-0.38,4.81,10.79,-10.31,-3.93,38.1
1653402810091,-1.34,0.69,1.99,-0.36,4.79,10.91,-10,-3.16,39.08
1653402810095,-1.34,0.68,2.14,-0.3,4.69,11.14,-10.73,-4.42,40.69
1653402810100,-1.32,0.61,2.31,-0.23,4.62,11.3,-12.94,-8.1,41.81
1653402810105,-1.29,0.55,2.47,-0.11,4.57,11.46,-16.02,-13.52,43.21
1653402810110,-1.21,0.51,2.63,0.04,4.52,11.59,-20.43,-19.68,44.3
1653402810115,-1.09,0.49,2.76,0.23,4.51,11.73,-24.28,-24.06,45.1
1653402810120,-0.94,0.48,2.89,0.5,4.46,11.88,-31.14,-31.2,46.43
1653402810125,-0.75,0.48,3.02,0.72,4.41,12.04,-36.77,-36.07,47.27
1653402810130,-0.55,0.45,3.16,0.9,4.37,12.2,-42.09,-40.02,47.94
1653402810134,-0.37,0.45,3.34,1.3,4.2,12.49,-46.47,-42.89,48.15
1653402810139,-0.11,0.37,3.55,1.57,4.05,12.64,-49.69,-43.98,47.13
1653402810143,0.2,0.23,3.75,1.92,3.79,12.78,-51.4,-42.75,45.45
1653402810148,0.5,0.02,3.88,2.34,3.37,12.88,-51.3,-38.76,43.11
1653402810152,0.8,-0.27,3.96,2.41,3.29,12.88,-50.81,-35.82,41.46
1653402810158,1.05,-0.57,3.95,2.76,2.69,12.67,-45.8,-21.61,36.32
1653402810163,1.23,-0.87,3.8,2.88,2.43,12.4,-40.31,-8.41,33.06
1653402810167,1.36,-1.13,3.54,2.83,2.22,12.1,-35.3,3.21,30.96
1653402810172,1.37,-1.34,3.26,2.7,2.15,11.91,-27.32,19.87,29.25
1653402810177,1.26,-1.44,2.96,2.39,2.14,11.6,-16.4,40.62,28.86
1653402810182,1.07,-1.46,2.69,2.03,2.17,11.39,-9.82,51.75,29.7
1653402810187,0.77,-1.43,2.47,1.72,2.2,11.23,-1.03,64.35,32.01
1653402810192,0.42,-1.39,2.24,1.21,2.23,10.94,9.12,75.76,36.53
1653402810197,0.05,-1.37,2.01,0.83,2.26,10.68,16.4,81.43,41.32
1653402810201,-0.29,-1.35,1.75,0.61,2.28,10.51,22.21,83.77,46.61
1653402810206,-0.56,-1.33,1.51,0.33,2.43,10.3,26.93,82.62,52.66
1653402810211,-0.75,-1.23,1.33,0.22,2.52,10.2,30.75,78.14,59.03
1653402810216,-0.89,-1.13,1.19,0.12,2.66,10.07,32.95,72.99,63.93
1653402810221,-0.96,-1.02,1.06,0.08,2.85,9.91,35.54,62.18,71.98
1653402810225,-0.99,-0.9,0.93,0.13,2.97,9.8,37.05,51.82,78.18
1653402810230,-0.97,-0.76,0.83,0.26,3.06,9.73,38.03,40.38,83.92
1653402810234,-0.83,-0.67,0.74,0.45,3.15,9.66,38.83,28.3,88.82
1653402810239,-0.66,-0.6,0.68,0.74,3.23,9.62,39.43,16.54,92.49
1653402810244,-0.45,-0.55,0.65,0.98,3.26,9.63,39.99,4.75,95.05
1653402810250,-0.24,-0.53,0.65,1.21,3.24,9.63,40.44,-6.17,95.85
1653402810254,0,-0.56,0.67,1.5,3.17,9.63,40.83,-14.22,95.47
1653402810258,0.25,-0.65,0.69,1.97,3.02,9.62,41.49,-26.61,93.33
1653402810264,0.51,-0.75,0.7,2.23,2.94,9.58,42.26,-34.63,90.53
1653402810269,0.77,-0.89,0.7,2.44,2.85,9.46,42.86,-40.27,86.86
1653402810273,0.97,-1,0.62,2.62,2.73,9.33,42.68,-43.59,83.11
1653402810278,1.09,-1.13,0.5,2.76,2.64,9.2,42.51,-44.71,79.26
1653402810283,1.2,-1.25,0.4,2.87,2.54,9.09,41.6,-44.22,75.17
1653402810288,1.27,-1.38,0.3,2.97,2.43,8.94,41.07,-42.51,71.53
1653402810292,1.31,-1.5,0.19,2.97,2.36,8.8,40.51,-40.3,68.97
1653402810297,1.3,-1.62,0.02,2.95,2.32,8.48,39.46,-34.18,65.79
1653402810302,1.24,-1.68,-0.21,2.86,2.28,8.2,38.06,-27.38,63.65
1653402810307,1.12,-1.73,-0.46,2.77,2.29,7.93,36.52,-19.05,62.36
1653402810312,1.01,-1.75,-0.72,2.71,2.3,7.74,34.95,-12.44,61.27
1653402810316,0.9,-1.74,-0.97,2.57,2.37,7.46,32.25,-0.71,60.19
1653402810321,0.78,-1.7,-1.18,2.48,2.41,7.26,30.36,8.67,59.66
1653402810327,0.66,-1.67,-1.37,2.38,2.43,7.07,28.75,15.81,59
1653402810331,0.55,-1.65,-1.6,2.29,2.46,6.84,26.58,27.57,58.47
1653402810336,0.45,-1.63,-1.82,2.18,2.48,6.56,24.76,36.42,57.49
1653402810341,0.37,-1.62,-2.06,2.09,2.52,6.4,23.43,42.86,56.97
1653402810346,0.28,-1.58,-2.28,1.9,2.56,6.16,20.74,52.14,55.32
1653402810350,0.16,-1.55,-2.47,1.8,2.6,6.02,18.43,58.26,54.03
1653402810355,0.04,-1.51,-2.65,1.65,2.69,5.84,15.84,63.02,52.77
1653402810360,-0.05,-1.44,-2.8,1.57,2.73,5.72,13.91,65.78,51.89
1653402810365,-0.13,-1.38,-2.95,1.42,2.83,5.6,11.36,68.83,50.74
1653402810370,-0.24,-1.28,-3.08,1.23,2.96,5.53,8.49,70.68,49.51
1653402810374,-0.35,-1.18,-3.16,1.12,3.05,5.51,6.77,70.51,48.88
1653402810379,-0.44,-1.06,-3.19,1,3.11,5.54,4.25,68.65,47.76
1653402810383,-0.55,-0.99,-3.17,0.86,3.19,5.62,2.82,66.17,47.27
1653402810388,-0.66,-0.91,-3.11,0.75,3.24,5.67,0.75,60.71,46.19
1653402810393,-0.77,-0.84,-3.04,0.61,3.3,5.8,-0.68,55.25,45.49
1653402810398,-0.86,-0.79,-2.96,0.57,3.36,5.91,-1.66,49.02,44.54
1653402810403,-0.89,-0.71,-2.87,0.57,3.38,5.99,-2.5,42.44,43.56
1653402810407,-0.89,-0.67,-2.75,0.45,3.42,6.12,-2.85,35.72,42.69
1653402810412,-0.96,-0.63,-2.65,0.34,3.46,6.28,-3.06,27.25,41.74
1653402810417,-1.03,-0.59,-2.54,0.34,3.47,6.33,-2.99,22.39,41.46
1653402810422,-1.1,-0.56,-2.41,0.24,3.5,6.44,-2.68,16.44,41.36
1653402810427,-1.17,-0.53,-2.32,0.21,3.51,6.51,-1.8,11.43,41.25
1653402810432,-1.23,-0.5,-2.23,0.2,3.52,6.57,-1.07,8.21,41.71
1653402810437,-1.26,-0.49,-2.15,0.18,3.51,6.69,0.16,3.42,42.41
1653402810442,-1.28,-0.49,-2.05,0.22,3.49,6.81,1.21,0.09,43.25
1653402810446,-1.27,-0.49,-1.95,0.25,3.46,6.86,1.91,-2.6,43.98
1653402810451,-1.26,-0.51,-1.88,0.27,3.48,6.88,2.4,-4.49,45.07
1653402810456,-1.25,-0.51,-1.84,0.27,3.51,6.87,2.36,-5.47,45.73
1653402810461,-1.27,-0.47,-1.84,0.27,3.55,6.85,2.22,-5.75,46.92
1653402810465,-1.28,-0.43,-1.85,0.28,3.65,6.87,1.73,-5.3,48.57
1653402810470,-1.29,-0.34,-1.84,0.29,3.73,6.92,0.96,-4.67,49.93
1653402810475,-1.3,-0.24,-1.79,0.3,3.88,7.05,-0.16,-3.86,51.44
1653402810480,-1.3,-0.12,-1.69,0.29,3.96,7.18,-0.86,-3.44,52.91
1653402810484,-1.34,-0.02,-1.56,0.29,4.04,7.28,-1.35,-2.67,53.78
1653402810489,-1.36,0.09,-1.43,0.32,4.14,7.42,-2.26,-1.62,55.08
1653402810495,-1.35,0.19,-1.32,0.35,4.21,7.55,-2.43,-0.64,55.5
1653402810499,-1.35,0.26,-1.19,0.39,4.27,7.66,-2.64,1.7,56.02
1653402810504,-1.31,0.34,-1.08,0.41,4.31,7.74,-2.54,3.42,56.16
1653402810509,-1.3,0.4,-0.97,0.46,4.41,7.88,-2.47,5.94,56.23
1653402810514,-1.27,0.49,-0.86,0.5,4.46,7.99,-2.47,8.98,56.13
1653402810518,-1.24,0.55,-0.74,0.51,4.53,8.12,-2.61,11.33,55.53
1653402810523,-1.23,0.63,-0.62,0.54,4.59,8.21,-3.1,13.57,55.25
1653402810528,-1.21,0.71,-0.52,0.58,4.65,8.28,-3.66,16.05,54.69
1653402810533,-1.18,0.77,-0.44,0.64,4.72,8.31,-4.57,18.89,54.06
1653402810537,-1.13,0.85,-0.42,0.66,4.74,8.36,-5.65,21.93,53.54
1653402810542,-1.08,0.92,-0.36,0.65,4.86,8.52,-6.7,24.38,53.12
1653402810547,-1.07,1.01,-0.26,0.62,4.93,8.65,-8.24,28.06,52.77
1653402810552,-1.11,1.09,-0.12,0.56,5,8.81,-9.61,30.68,52.73
1653402810557,-1.13,1.19,0.02,0.55,5.06,8.98,-10.84,32.92,52.84
1653402810561,-1.15,1.26,0.17,0.5,5.13,9.2,-11.64,34.6,53.12
1653402810567,-1.18,1.34,0.36,0.45,5.2,9.43,-12.13,35.62,53.61
1653402810572,-1.21,1.43,0.58,0.43,5.26,9.6,-12.13,35.58,54.24
1653402810576,-1.24,1.52,0.8,0.46,5.33,9.81,-11.71,35.13,54.83
1653402810581,-1.21,1.6,1,0.5,5.37,10.05,-11.12,34.25,55.22
1653402810586,-1.16,1.66,1.23,0.6,5.44,10.34,-9.75,32.4,56.06
1653402810591,-1.09,1.73,1.46,0.72,5.45,10.54,-8.42,30.54,56.65
1653402810595,-0.98,1.76,1.66,0.79,5.44,10.67,-6.88,28.55,57.21
1653402810600,-0.87,1.77,1.83,0.89,5.44,10.85,-5.79,27.15,57.49
1653402810605,-0.77,1.77,2.01,0.98,5.46,11.06,-4.29,25.01,57.6
1653402810610,-0.67,1.8,2.21,1.04,5.53,11.29,-2.22,22.46,57.6
1653402810614,-0.62,1.86,2.39,1.07,5.57,11.44,-0.65,20.39,57.53
1653402810619,-0.58,1.92,2.58,1.1,5.55,11.66,0.96,18.43,57.46
1653402810624,-0.56,1.92,2.76,1.11,5.55,11.79,2.4,17.35,57.07
1653402810628,-0.55,1.91,2.9,1.16,5.51,11.88,4.78,16.93,56.23
1653402810634,-0.52,1.9,2.99,1.18,5.47,11.92,6.32,17.49,55.71
1653402810639,-0.49,1.85,3.05,1.13,5.4,11.92,9.36,20.67,54.59
1653402810643,-0.51,1.78,3.06,1.05,5.31,11.85,11.29,23.65,54.03
1653402810648,-0.57,1.7,3.02,0.95,5.3,11.78,14.05,29,53.33
1653402810653,-0.65,1.65,2.93,0.78,5.27,11.71,16.68,34.78,52.98
1653402810658,-0.78,1.62,2.87,0.64,5.24,11.66,19.65,41.01,53.4
1653402810662,-0.93,1.58,2.8,0.48,5.24,11.64,20.84,43.67,54.06
1653402810667,-1.06,1.56,2.76,0.37,5.22,11.63,21.65,45.52,55.57
1653402810672,-1.19,1.53,2.75,0.22,5.17,11.67,21.54,45.38,58.05
1653402810677,-1.29,1.48,2.78,0.16,5.14,11.68,20.53,43.56,60.57
1653402810681,-1.38,1.44,2.79,0.08,5.13,11.78,18.67,39.78,63.13
1653402810686,-1.45,1.41,2.85,0.08,5.1,11.9,16.47,34.99,65.82
1653402810692,-1.46,1.4,2.96,0.16,5.08,12.05,14.58,30.51,67.89
1653402810696,-1.42,1.37,3.09,0.35,4.99,12.21,12.13,22.81,70.97
1653402810701,-1.26,1.3,3.25,0.63,4.88,12.35,11.08,15.11,74.01
1653402810705,-1.07,1.23,3.39,0.77,4.79,12.37,11.11,14.55,74.43
1653402810710,-0.86,1.11,3.45,0.9,4.64,12.42,12.13,13.6,74.99
1653402810715,-0.73,0.97,3.49,0.99,4.49,12.49,15.1,14.27,75.06
1653402810720,-0.63,0.81,3.56,1.06,4.36,12.49,19.23,16.65,74.71
1653402810725,-0.57,0.67,3.59,1.11,4.19,12.41,24.38,20.43,74.26
1653402810730,-0.51,0.51,3.54,1.11,4.06,12.3,28.82,23.86,73.73
1653402810735,-0.49,0.32,3.41,1.04,3.87,12,36.94,30.23,73.14
1653402810739,-0.53,0.14,3.19,0.89,3.76,11.73,43.07,34.88,72.96
1653402810744,-0.64,-0.01,2.94,0.79,3.72,11.51,47.27,38.07,73
1653402810749,-0.77,-0.11,2.66,0.64,3.65,11.08,52.76,42.13,73.77
1653402810754,-0.89,-0.2,2.34,0.51,3.66,10.68,55.14,43.95,74.36
1653402810759,-1.01,-0.24,1.97,0.38,3.69,10.29,56.51,45.77,75.8
1653402810764,-1.13,-0.26,1.57,0.29,3.72,10.02,55.74,46.05,77.44
1653402810769,-1.24,-0.25,1.22,0.21,3.79,9.7,53.88,45.66,78.74
1653402810773,-1.33,-0.22,0.9,0.11,3.87,9.33,49.89,44.4,80.42
1653402810778,-1.4,-0.17,0.6,0.06,3.93,9.13,43.42,41.78,82.48
1653402810783,-1.45,-0.12,0.38,0.05,3.99,8.97,37.22,38.94,83.78
