time,sensor_alpha[undefined],sensor_beta[undefined],sensor_gamma[undefined]
1653402207839,78.11,22.67,-0.1
1653402207846,78.11,22.67,-0.03
1653402207848,78.1,22.66,-0.01
1653402207853,78.09,22.63,-0.06
1653402207858,78.08,22.58,-0.18
1653402207864,78.05,22.49,-0.36
1653402207869,78,22.38,-0.59
1653402207872,77.92,22.23,-0.86
1653402207877,77.81,22.04,-1.16
1653402207883,77.67,21.82,-1.48
1653402207887,77.49,21.58,-1.79
1653402207892,77.27,21.32,-2.08
1653402207896,77.03,21.05,-2.34
1653402207902,76.77,20.78,-2.55
1653402207906,76.49,20.51,-2.68
1653402207910,76.21,20.26,-2.73
1653402207916,75.92,20.02,-2.69
1653402207921,75.65,19.8,-2.57
1653402207927,75.4,19.62,-2.38
1653402207929,75.18,19.47,-2.13
1653402207936,74.99,19.37,-1.86
1653402207940,74.84,19.3,-1.58
1653402207944,74.73,19.28,-1.34
1653402207948,74.67,19.29,-1.14
1653402207962,74.64,19.32,-1.01
1653402207963,74.64,19.36,-0.95
1653402207966,74.67,19.4,-0.97
1653402207971,74.73,19.43,-1.08
1653402207976,74.8,19.45,-1.27
1653402207980,74.88,19.46,-1.53
1653402207984,74.97,19.43,-1.86
1653402207987,75.06,19.39,-2.24
1653402207992,75.15,19.31,-2.66
1653402207996,75.23,19.22,-3.11
1653402208002,75.29,19.11,-3.56
1653402208006,75.34,18.99,-4.01
1653402208011,75.35,18.86,-4.44
1653402208019,75.34,18.74,-4.84
1653402208023,75.29,18.63,-5.19
1653402208030,75.21,18.52,-5.48
1653402208037,74.94,18.35,-5.85
1653402208037,75.09,18.43,-5.7
1653402208043,74.75,18.28,-5.93
1653402208046,74.55,18.23,-5.94
1653402208051,74.32,18.18,-5.89
1653402208058,74.08,18.15,-5.79
1653402208075,73.58,18.1,-5.46
1653402208075,73.34,18.09,-5.26
1653402208075,73.83,18.12,-5.64
1653402208078,73.1,18.08,-5.03
1653402208090,72.88,18.07,-4.79
1653402208091,72.5,18.07,-4.33
1653402208091,72.68,18.07,-4.56
1653402208093,72.34,18.08,-4.11
1653402208105,72.19,18.1,-3.92
1653402208112,72.07,18.13,-3.77
1653402208114,71.98,18.19,-3.65
1653402208115,71.9,18.25,-3.58
1653402208119,71.83,18.33,-3.55
1653402208123,71.79,18.43,-3.56
1653402208129,71.76,18.54,-3.61
1653402208137,71.74,18.66,-3.68
1653402208143,71.74,18.79,-3.78
1653402208149,71.74,18.93,-3.88
1653402208156,71.77,19.39,-4.21
1653402208156,71.76,19.23,-4.11
1653402208156,71.75,19.08,-3.99
1653402208161,71.79,19.54,-4.3
1653402208167,71.8,19.7,-4.39
1653402208172,71.8,19.85,-4.46
1653402208175,71.8,19.98,-4.52
1653402208181,71.79,20.11,-4.56
1653402208187,71.77,20.22,-4.6
1653402208191,71.74,20.31,-4.62
1653402208196,71.71,20.4,-4.64
1653402208202,71.68,20.48,-4.64
1653402208206,71.65,20.55,-4.64
1653402208208,71.63,20.61,-4.64
1653402208213,71.61,20.66,-4.64
1653402208218,71.61,20.72,-4.63
1653402208223,71.63,20.77,-4.63
1653402208227,71.66,20.82,-4.63
1653402208232,71.72,20.87,-4.63
1653402208236,71.8,20.92,-4.63
1653402208243,71.89,20.98,-4.63
1653402208246,72,21.03,-4.62
1653402208252,72.12,21.09,-4.62
1653402208256,72.25,21.15,-4.63
1653402208262,72.38,21.21,-4.64
1653402208266,72.52,21.28,-4.66
1653402208270,72.65,21.35,-4.69
1653402208277,72.78,21.44,-4.72
1653402208289,72.9,21.53,-4.76
1653402208290,73.01,21.62,-4.8
1653402208294,73.11,21.72,-4.84
1653402208304,73.2,21.83,-4.87
1653402208306,73.28,21.93,-4.88
1653402208307,73.35,22.05,-4.87
1653402208311,73.4,22.16,-4.81
1653402208315,73.44,22.27,-4.71
1653402208320,73.47,22.39,-4.55
1653402208325,73.48,22.5,-4.32
1653402208328,73.48,22.6,-4.04
1653402208333,73.47,22.69,-3.7
1653402208337,73.45,22.76,-3.31
1653402208344,73.42,22.82,-2.88
1653402208348,73.4,22.86,-2.42
1653402208353,73.39,22.87,-1.96
1653402208357,73.4,22.88,-1.52
1653402208362,73.43,22.87,-1.12
1653402208368,73.49,22.85,-0.77
1653402208373,73.58,22.83,-0.49
1653402208376,73.68,22.83,-0.27
1653402208383,73.8,22.84,-0.13
1653402208389,73.94,22.88,-0.06
1653402208393,74.09,22.95,-0.05
1653402208399,74.26,23.05,-0.09
1653402208403,74.43,23.18,-0.17
1653402208406,74.61,23.36,-0.29
1653402208410,74.81,23.56,-0.44
1653402208415,75.01,23.8,-0.59
1653402208421,75.22,24.06,-0.76
1653402208425,75.44,24.35,-0.92
1653402208431,75.67,24.65,-1.07
1653402208436,75.9,24.96,-1.21
1653402208439,76.12,25.26,-1.33
1653402208444,76.35,25.56,-1.45
1653402208450,76.56,25.83,-1.56
1653402208455,76.77,26.08,-1.68
1653402208462,76.97,26.29,-1.79
1653402208464,77.16,26.46,-1.9
1653402208469,77.33,26.59,-2.02
1653402208472,77.49,26.67,-2.15
1653402208477,77.63,26.7,-2.28
1653402208484,77.75,26.68,-2.42
1653402208487,77.85,26.61,-2.56
1653402208493,77.92,26.5,-2.71
1653402208497,77.96,26.35,-2.85
1653402208502,77.98,26.17,-2.99
1653402208507,77.96,25.97,-3.12
1653402208511,77.91,25.76,-3.24
1653402208517,77.84,25.53,-3.35
1653402208521,77.73,25.3,-3.45
1653402208525,77.61,25.08,-3.53
1653402208530,77.46,24.86,-3.59
1653402208538,77.3,24.66,-3.61
1653402208541,77.13,24.47,-3.61
1653402208544,76.95,24.29,-3.58
1653402208562,76.77,24.13,-3.52
1653402208564,76.43,23.86,-3.3
1653402208564,76.6,23.99,-3.42
1653402208568,76.26,23.75,-3.15
1653402208574,76.11,23.66,-2.98
1653402208580,75.98,23.59,-2.8
1653402208581,75.86,23.53,-2.6
1653402208583,75.75,23.49,-2.4
1653402208589,75.66,23.46,-2.2
1653402208597,75.59,23.44,-2.01
1653402208599,75.53,23.44,-1.82
1653402208603,75.48,23.45,-1.64
1653402208609,75.44,23.47,-1.47
1653402208614,75.41,23.5,-1.31
1653402208617,75.38,23.54,-1.16
1653402208622,75.37,23.59,-1.02
1653402208626,75.35,23.65,-0.88
1653402208636,75.33,23.72,-0.75
1653402208637,75.32,23.79,-0.62
1653402208647,75.32,23.87,-0.51
1653402208652,75.32,23.95,-0.42
1653402208653,75.34,24.04,-0.35
1653402208662,75.37,24.12,-0.31
1653402208664,75.42,24.21,-0.3
1653402208668,75.48,24.3,-0.33
1653402208671,75.57,24.4,-0.4
1653402208674,75.68,24.5,-0.51
1653402208681,75.8,24.61,-0.65
1653402208688,75.94,24.72,-0.83
1653402208691,76.09,24.83,-1.04
1653402208698,76.25,24.95,-1.28
1653402208699,76.42,25.07,-1.54
1653402208704,76.59,25.21,-1.84
1653402208708,76.75,25.36,-2.14
1653402208713,76.91,25.52,-2.45
1653402208723,77.04,25.69,-2.74
1653402208731,77.15,25.87,-3.01
1653402208745,77.24,26.06,-3.25
1653402208750,77.32,26.72,-3.68
1653402208750,77.34,26.58,-3.65
1653402208750,77.34,26.41,-3.57
1653402208750,77.3,26.24,-3.43
1653402208752,77.27,26.83,-3.66
1653402208760,77.2,26.91,-3.59
1653402208764,77.11,26.96,-3.5
1653402208768,77.01,26.97,-3.38
1653402208776,76.9,26.95,-3.25
1653402208780,76.77,26.88,-3.11
1653402208784,76.64,26.79,-2.99
1653402208787,76.51,26.66,-2.88
1653402208796,76.38,26.51,-2.78
1653402208797,76.25,26.34,-2.71
1653402208801,76.11,26.16,-2.66
1653402208809,75.83,25.82,-2.61
1653402208809,75.97,25.99,-2.63
1653402208815,75.68,25.67,-2.61
1653402208821,75.54,25.54,-2.61
1653402208840,75.4,25.43,-2.62
1653402208840,75.17,25.24,-2.69
1653402208840,75.28,25.33,-2.64
1653402208846,75.01,25.04,-2.93
1653402208846,75.08,25.15,-2.79
1653402208853,74.91,24.75,-3.37
1653402208853,74.95,24.91,-3.13
1653402208856,74.87,24.56,-3.65
1653402208872,74.83,24.33,-3.96
1653402208873,74.67,23.8,-4.64
1653402208873,74.77,24.08,-4.3
1653402208875,74.55,23.51,-4.96
1653402208881,74.38,23.21,-5.26
1653402208885,74.17,22.93,-5.51
1653402208890,73.93,22.66,-5.7
1653402208896,73.65,22.42,-5.82
1653402208901,73.35,22.21,-5.85
1653402208905,73.02,22.03,-5.79
1653402208910,72.69,21.87,-5.63
1653402208915,72.36,21.74,-5.38
1653402208923,72.05,21.64,-5.06
1653402208926,71.77,21.56,-4.69
1653402208931,71.53,21.49,-4.29
1653402208937,71.33,21.44,-3.89
1653402208940,71.19,21.4,-3.52
1653402208946,71.1,21.38,-3.19
1653402208949,71.06,21.38,-2.92
1653402208954,71.07,21.38,-2.74
1653402208960,71.12,21.39,-2.64
1653402208964,71.21,21.41,-2.63
1653402208969,71.32,21.44,-2.73
1653402208975,71.44,21.47,-2.91
1653402208979,71.57,21.5,-3.18
1653402208986,71.7,21.54,-3.53
1653402208988,71.82,21.58,-3.94
1653402208994,71.92,21.62,-4.39
1653402208997,72,21.65,-4.87
1653402209003,72.05,21.69,-5.36
1653402209007,72.07,21.72,-5.82
1653402209011,72.06,21.77,-6.24
1653402209016,72.01,21.82,-6.61
1653402209021,71.92,21.89,-6.9
1653402209027,71.8,21.96,-7.11
1653402209034,71.64,22.04,-7.22
1653402209038,71.45,22.13,-7.23
1653402209043,71.23,22.22,-7.15
1653402209047,70.99,22.31,-6.98
1653402209050,70.73,22.4,-6.72
1653402209055,70.46,22.48,-6.38
1653402209059,70.18,22.55,-5.99
1653402209065,69.91,22.61,-5.56
1653402209076,69.63,22.66,-5.09
1653402209077,69.36,22.7,-4.61
1653402209079,69.1,22.73,-4.13
1653402209092,68.63,22.77,-3.23
1653402209092,68.85,22.75,-3.67
1653402209095,68.42,22.79,-2.83
1653402209103,68.23,22.81,-2.48
1653402209106,68.07,22.83,-2.2
1653402209109,67.92,22.86,-1.98
1653402209113,67.79,22.89,-1.83
1653402209120,67.68,22.94,-1.75
1653402209126,67.58,22.99,-1.74
1653402209126,67.49,23.04,-1.8
1653402209131,67.4,23.11,-1.92
1653402209136,67.31,23.18,-2.09
1653402209140,67.23,23.27,-2.27
1653402209146,67.15,23.36,-2.48
1653402209150,67.07,23.46,-2.69
1653402209154,67,23.56,-2.91
1653402209161,66.94,23.67,-3.12
1653402209165,66.88,23.77,-3.34
1653402209171,66.84,23.88,-3.54
1653402209174,66.81,23.98,-3.72
1653402209179,66.79,24.09,-3.89
1653402209185,66.78,24.19,-4.05
1653402209189,66.78,24.29,-4.18
1653402209194,66.8,24.39,-4.29
1653402209198,66.82,24.5,-4.39
1653402209203,66.86,24.6,-4.47
1653402209208,66.89,24.71,-4.55
1653402209213,66.94,24.82,-4.63
1653402209218,66.99,24.93,-4.7
1653402209224,67.04,25.03,-4.76
1653402209227,67.1,25.13,-4.82
1653402209234,67.15,25.22,-4.87
1653402209239,67.2,25.3,-4.9
1653402209243,67.25,25.38,-4.93
1653402209249,67.29,25.44,-4.94
1653402209252,67.33,25.5,-4.94
1653402209257,67.37,25.56,-4.92
1653402209262,67.39,25.61,-4.88
1653402209265,67.41,25.65,-4.81
1653402209270,67.42,25.69,-4.73
1653402209276,67.42,25.74,-4.62
1653402209280,67.43,25.78,-4.48
1653402209285,67.43,25.83,-4.32
1653402209290,67.44,25.89,-4.14
1653402209295,67.46,25.95,-3.94
1653402209300,67.48,26.02,-3.72
1653402209304,67.51,26.11,-3.47
1653402209309,67.55,26.21,-3.2
1653402209314,67.6,26.31,-2.91
1653402209319,67.65,26.42,-2.6
1653402209325,67.72,26.52,-2.28
1653402209329,67.81,26.63,-1.95
1653402209334,67.92,26.72,-1.64
1653402209338,68.06,26.8,-1.36
1653402209343,68.22,26.87,-1.12
1653402209348,68.42,26.93,-0.95
1653402209363,68.64,26.98,-0.85
1653402209364,68.89,27.01,-0.82
1653402209369,69.16,27.03,-0.87
1653402209372,69.45,27.03,-0.99
1653402209379,69.76,27.03,-1.19
1653402209381,70.07,27.02,-1.46
1653402209384,70.38,27,-1.79
1653402209387,70.69,26.99,-2.17
1653402209392,71,26.99,-2.6
1653402209399,71.3,27,-3.05
1653402209401,71.6,27.03,-3.51
1653402209405,71.87,27.09,-3.96
1653402209410,72.14,27.16,-4.38
1653402209414,72.38,27.26,-4.77
1653402209418,72.61,27.38,-5.11
1653402209425,72.82,27.51,-5.39
1653402209428,73.02,27.65,-5.61
1653402209434,73.22,27.79,-5.77
1653402209439,73.4,27.92,-5.89
1653402209447,73.57,28.03,-5.96
1653402209448,73.74,28.12,-6
1653402209453,73.89,28.18,-6.02
1653402209458,74.03,28.21,-6.02
1653402209463,74.15,28.2,-6.01
1653402209467,74.27,28.16,-6
1653402209477,74.37,28.08,-6.01
1653402209478,74.46,27.98,-6.03
1653402209485,74.53,27.84,-6.07
1653402209488,74.58,27.68,-6.11
1653402209492,74.61,27.5,-6.17
1653402209496,74.63,27.31,-6.23
1653402209504,74.62,27.1,-6.28
1653402209507,74.6,26.89,-6.33
1653402209511,74.56,26.67,-6.35
1653402209518,74.49,26.45,-6.35
1653402209521,74.42,26.24,-6.32
1653402209527,74.32,26.03,-6.26
1653402209531,74.21,25.84,-6.17
1653402209536,74.09,25.65,-6.04
1653402209541,73.96,25.47,-5.87
1653402209545,73.83,25.3,-5.66
1653402209551,73.69,25.14,-5.41
1653402209555,73.56,25,-5.13
1653402209569,73.43,24.88,-4.82
1653402209570,73.31,24.77,-4.48
1653402209576,73.2,24.67,-4.13
1653402209583,73.1,24.6,-3.75
1653402209584,73.02,24.55,-3.38
1653402209589,72.96,24.52,-3.02
1653402209591,72.92,24.51,-2.68
1653402209594,72.9,24.53,-2.37
1653402209601,72.89,24.58,-2.09
1653402209603,72.89,24.64,-1.84
1653402209606,72.9,24.73,-1.63
1653402209612,72.91,24.83,-1.47
1653402209616,72.93,24.94,-1.35
1653402209627,72.95,25.06,-1.27
1653402209628,72.96,25.18,-1.23
1653402209633,72.97,25.31,-1.22
1653402209638,72.96,25.44,-1.25
1653402209643,72.94,25.57,-1.29
1653402209646,72.92,25.69,-1.36
1653402209652,72.87,25.81,-1.43
1653402209657,72.82,25.91,-1.51
1653402209661,72.77,26.01,-1.6
1653402209666,72.71,26.08,-1.67
1653402209669,72.65,26.14,-1.74
1653402209674,72.6,26.18,-1.8
1653402209678,72.56,26.19,-1.84
1653402209684,72.55,26.18,-1.88
1653402209690,72.56,26.15,-1.9
1653402209693,72.59,26.09,-1.91
1653402209698,72.65,26.02,-1.9
1653402209703,72.73,25.93,-1.88
1653402209708,72.83,25.83,-1.85
1653402209714,72.94,25.74,-1.82
1653402209718,73.07,25.64,-1.79
1653402209723,73.21,25.55,-1.78
1653402209726,73.35,25.47,-1.78
1653402209732,73.5,25.4,-1.81
1653402209736,73.65,25.35,-1.87
1653402209744,73.79,25.3,-1.96
1653402209747,73.93,25.28,-2.09
1653402209753,74.07,25.27,-2.24
1653402209756,74.19,25.28,-2.42
1653402209760,74.3,25.29,-2.61
1653402209765,74.4,25.32,-2.81
1653402209769,74.49,25.34,-3.01
1653402209775,74.56,25.37,-3.2
1653402209779,74.63,25.38,-3.38
1653402209786,74.7,25.4,-3.54
1653402209802,74.77,25.41,-3.66
1653402209804,74.86,25.43,-3.77
1653402209806,74.96,25.44,-3.85
1653402209807,75.08,25.45,-3.92
1653402209809,75.21,25.46,-3.98
1653402209814,75.37,25.45,-4.06
1653402209819,75.54,25.42,-4.17
1653402209834,75.72,25.36,-4.32
1653402209835,76.09,25.16,-4.53
1653402209835,75.91,25.28,-4.81
1653402209838,76.25,25.02,-5.12
1653402209842,76.37,24.84,-5.48
1653402209848,76.44,24.63,-5.85
1653402209853,76.44,24.4,-6.22
1653402209858,76.37,24.13,-6.56
1653402209864,76.22,23.84,-6.86
1653402209869,76,23.55,-7.09
1653402209871,75.72,23.25,-7.23
1653402209876,75.39,22.95,-7.3
1653402209881,75.04,22.67,-7.28
1653402209892,74.67,22.42,-7
1653402209892,74.31,22.19,-7.17
1653402209902,73.97,22,-6.76
1653402209903,73.65,21.84,-6.48
1653402209908,73.38,21.72,-6.16
1653402209914,73.15,21.64,-5.84
1653402209920,72.96,21.59,-5.52
1653402209921,72.81,21.57,-5.23
1653402209924,72.69,21.59,-4.97
1653402209929,72.6,21.63,-4.75
1653402209933,72.53,21.7,-4.58
1653402209938,72.48,21.78,-4.46
1653402209944,72.44,21.88,-4.4
1653402209951,72.4,21.97,-4.4
1653402209955,72.36,22.06,-4.45
1653402209959,72.32,22.13,-4.55
1653402209967,72.28,22.19,-4.7
1653402209969,72.23,22.22,-4.88
1653402209974,72.18,22.22,-5.09
1653402209978,72.13,22.19,-5.3
1653402209982,72.06,22.14,-5.52
1653402209987,71.99,22.06,-5.73
1653402209992,71.9,21.95,-5.92
1653402209997,71.81,21.83,-6.1
1653402210001,71.7,21.7,-6.26
1653402210007,71.59,21.56,-6.39
1653402210013,71.47,21.43,-6.51
1653402210019,71.34,21.3,-6.59
1653402210021,71.21,21.19,-6.65
1653402210028,71.07,21.09,-6.68
1653402210031,70.93,21.03,-6.67
1653402210036,70.79,20.99,-6.63
1653402210040,70.65,20.98,-6.55
1653402210045,70.52,21,-6.44
1653402210049,70.39,21.04,-6.29
1653402210055,70.26,21.11,-6.12
1653402210059,70.15,21.18,-5.93
1653402210064,70.04,21.27,-5.74
1653402210068,69.95,21.36,-5.54
1653402210073,69.87,21.46,-5.36
1653402210078,69.79,21.55,-5.19
1653402210084,69.71,21.63,-5.05
1653402210087,69.65,21.7,-4.93
1653402210097,69.58,21.75,-4.84
1653402210098,69.52,21.79,-4.78
1653402210104,69.47,21.8,-4.77
1653402210109,69.42,21.8,-4.79
1653402210113,69.37,21.78,-4.83
1653402210119,69.33,21.75,-4.91
1653402210123,69.29,21.72,-5.01
1653402210130,69.25,21.67,-5.12
1653402210132,69.22,21.63,-5.24
1653402210136,69.2,21.6,-5.37
1653402210140,69.19,21.57,-5.49
1653402210145,69.18,21.55,-5.61
1653402210152,69.19,21.54,-5.72
1653402210160,69.19,21.55,-5.81
1653402210161,69.21,21.57,-5.87
1653402210167,69.23,21.6,-5.91
1653402210170,69.26,21.64,-5.91
1653402210174,69.29,21.69,-5.9
1653402210180,69.33,21.74,-5.86
1653402210183,69.38,21.8,-5.82
1653402210187,69.44,21.86,-5.77
1653402210193,69.52,21.92,-5.73
1653402210197,69.6,21.98,-5.7
1653402210204,69.7,22.04,-5.68
1653402210208,69.81,22.09,-5.69
1653402210214,69.94,22.15,-5.72
1653402210218,70.07,22.21,-5.78
1653402210223,70.2,22.26,-5.86
1653402210226,70.35,22.3,-5.97
1653402210232,70.49,22.35,-6.09
1653402210237,70.63,22.39,-6.23
1653402210242,70.77,22.43,-6.38
1653402210247,70.91,22.48,-6.53
1653402210251,71.05,22.53,-6.67
1653402210257,71.19,22.58,-6.79
1653402210261,71.33,22.65,-6.89
1653402210265,71.47,22.73,-6.96
1653402210271,71.62,22.83,-6.98
1653402210275,71.76,22.94,-6.94
1653402210282,71.89,23.08,-6.83
1653402210286,72.02,23.24,-6.64
1653402210290,72.13,23.43,-6.35
1653402210295,72.24,23.63,-5.98
1653402210301,72.35,23.85,-5.54
1653402210306,72.44,24.07,-5.03
1653402210309,72.53,24.28,-4.48
1653402210314,72.61,24.47,-3.91
1653402210319,72.69,24.65,-3.32
1653402210323,72.78,24.79,-2.75
1653402210328,72.88,24.91,-2.22
1653402210336,73,25,-1.74
1653402210339,73.13,25.07,-1.33
1653402210343,73.29,25.12,-1.01
1653402210349,73.47,25.15,-0.78
1653402210352,73.66,25.18,-0.65
1653402210357,73.87,25.2,-0.61
1653402210368,74.1,25.23,-0.66
1653402210369,74.34,25.28,-0.79
1653402210376,74.59,25.33,-0.98
1653402210381,74.85,25.4,-1.24
1653402210383,75.12,25.49,-1.54
1653402210391,75.39,25.6,-1.87
1653402210397,75.66,25.73,-2.22
1653402210398,75.93,25.88,-2.59
1653402210407,76.2,26.03,-3.3
1653402210407,76.47,26.19,-2.95
1653402210410,76.72,26.35,-3.63
1653402210418,76.98,26.51,-3.94
1653402210419,77.22,26.65,-4.22
1653402210429,77.45,26.78,-4.47
1653402210430,77.67,26.88,-4.69
1653402210435,77.86,26.96,-4.87
1653402210439,78.04,27,-5.03
1653402210446,78.19,27,-5.15
1653402210448,78.32,26.96,-5.25
1653402210454,78.44,26.89,-5.34
1653402210456,78.53,26.78,-5.4
1653402210462,78.62,26.64,-5.44
1653402210467,78.68,26.48,-5.47
1653402210473,78.73,26.3,-5.49
1653402210480,78.77,26.1,-5.49
1653402210485,78.78,25.91,-5.47
1653402210487,78.77,25.72,-5.44
1653402210492,78.74,25.53,-5.39
1653402210497,78.69,25.36,-5.31
1653402210501,78.61,25.2,-5.22
1653402210508,78.51,25.07,-5.1
1653402210511,78.39,24.95,-4.95
1653402210516,78.25,24.85,-4.76
1653402210520,78.09,24.77,-4.55
1653402210525,77.91,24.71,-4.3
1653402210531,77.72,24.67,-4.01
1653402210536,77.52,24.63,-3.7
1653402210539,77.32,24.61,-3.35
1653402210544,77.12,24.59,-2.98
1653402210549,76.92,24.58,-2.6
1653402210554,76.74,24.57,-2.21
1653402210558,76.57,24.56,-1.82
1653402210563,76.42,24.54,-1.44
1653402210568,76.28,24.52,-1.07
1653402210574,76.16,24.51,-0.71
1653402210577,76.05,24.49,-0.38
1653402210584,75.97,24.47,-0.08
1653402210587,75.9,24.45,0.19
1653402210596,75.85,24.44,0.41
1653402210598,75.81,24.43,0.59
1653402210603,75.8,24.44,0.72
1653402210607,75.79,24.45,0.8
1653402210611,75.8,24.48,0.82
1653402210618,75.81,24.53,0.8
1653402210622,75.84,24.59,0.74
1653402210630,75.88,24.67,0.63
1653402210637,75.99,24.89,0.5
1653402210637,75.93,24.77,0.34
1653402210642,76.06,25.02,0.15
1653402210645,76.15,25.17,-0.04
1653402210650,76.24,25.33,-0.25
1653402210655,76.35,25.5,-0.47
1653402210664,76.46,25.67,-0.69
1653402210665,76.57,25.85,-0.92
1653402210669,76.68,26.03,-1.14
1653402210673,76.79,26.21,-1.36
1653402210679,76.87,26.38,-1.55
1653402210683,76.93,26.55,-1.71
1653402210695,76.96,26.72,-1.83
1653402210698,76.96,26.87,-1.92
1653402210700,76.93,27.01,-1.97
1653402210707,76.87,27.12,-2
1653402210709,76.78,27.2,-2.01
1653402210716,76.68,27.24,-2
1653402210723,76.57,27.24,-1.99
1653402210724,76.47,27.2,-1.97
1653402210726,76.39,27.11,-1.95
1653402210730,76.33,27,-1.94
1653402210735,76.3,26.85,-1.92
1653402210742,76.31,26.69,-1.9
1653402210745,76.34,26.51,-1.9
1653402210751,76.4,26.35,-1.91
1653402210755,76.47,26.2,-1.94
1653402210763,76.55,26.09,-1.98
1653402210767,76.63,26,-2.04
1653402210769,76.72,25.96,-2.11
1653402210777,76.8,25.96,-2.19
1653402210781,76.88,26,-2.29
1653402210785,76.96,26.06,-2.39
1653402210790,77.03,26.15,-2.5
1653402210794,77.1,26.25,-2.62
1653402210799,77.18,26.36,-2.74
1653402210805,77.27,26.47,-2.87
1653402210811,77.36,26.57,-3.01
1653402210814,77.45,26.67,-3.16
1653402210818,77.54,26.74,-3.33
1653402210826,77.62,26.79,-3.51
1653402210832,77.7,26.8,-3.72
1653402210833,77.75,26.78,-3.97
1653402210849,77.77,26.62,-4.23
1653402210849,77.78,26.72,-4.52
1653402210850,77.73,26.47,-4.81
1653402210851,77.63,26.29,-5.08
1653402210855,77.49,26.07,-5.33
1653402210860,77.3,25.82,-5.53
1653402210865,77.07,25.55,-5.68
1653402210870,76.81,25.27,-5.78
1653402210876,76.52,25,-5.82
1653402210880,76.22,24.74,-5.79
1653402210886,75.9,24.5,-5.69
1653402210889,75.6,24.3,-5.52
1653402210898,75.31,24.13,-5.3
1653402210901,75.04,24,-5.02
1653402210905,74.81,23.91,-4.72
1653402210910,74.62,23.86,-4.4
1653402210914,74.47,23.84,-4.09
1653402210919,74.35,23.85,-3.78
1653402210924,74.28,23.89,-3.5
1653402210929,74.23,23.95,-3.25
1653402210933,74.21,24.03,-3.05
1653402210937,74.21,24.12,-2.9
1653402210945,74.22,24.23,-2.81
1653402210949,74.25,24.34,-2.77
1653402210954,74.28,24.46,-2.79
1653402210968,74.34,24.67,-2.86
1653402210968,74.31,24.57,-2.98
1653402210973,74.36,24.77,-3.15
1653402210977,74.37,24.84,-3.35
1653402210980,74.36,24.89,-3.57
1653402210981,74.34,24.93,-3.81
1653402210988,74.3,24.94,-4.04
1653402210993,74.25,24.93,-4.25
1653402210998,74.19,24.91,-4.45
1653402211001,74.11,24.87,-4.62
1653402211005,74.01,24.83,-4.76
1653402211010,73.91,24.79,-4.87
1653402211016,73.79,24.74,-4.94
1653402211020,73.66,24.7,-4.98
1653402211025,73.53,24.67,-4.99
1653402211029,73.39,24.64,-4.97
1653402211033,73.23,24.61,-4.92
1653402211038,73.08,24.6,-4.85
1653402211044,72.91,24.59,-4.76
1653402211049,72.74,24.59,-4.65
1653402211055,72.57,24.58,-4.53
1653402211060,72.4,24.58,-4.39
1653402211066,72.22,24.57,-4.25
1653402211068,72.05,24.56,-4.1
1653402211075,71.89,24.55,-3.96
1653402211083,71.73,24.53,-3.82
1653402211085,71.57,24.5,-3.7
1653402211089,71.43,24.47,-3.59
1653402211093,71.31,24.43,-3.51
1653402211096,71.19,24.39,-3.45
1653402211101,71.09,24.35,-3.41
1653402211106,71,24.31,-3.38
1653402211111,70.92,24.27,-3.37
1653402211117,70.84,24.23,-3.37
1653402211125,70.77,24.19,-3.39
1653402211131,70.7,24.16,-3.42
1653402211133,70.65,24.13,-3.46
1653402211136,70.6,24.1,-3.51
1653402211142,70.56,24.08,-3.58
1653402211145,70.53,24.07,-3.66
1653402211150,70.52,24.07,-3.76
1653402211155,70.53,24.08,-3.88
1653402211159,70.55,24.09,-4.02
1653402211168,70.58,24.12,-4.18
1653402211174,70.64,24.17,-4.36
1653402211176,70.7,24.23,-4.54
1653402211179,70.79,24.32,-4.72
1653402211182,70.88,24.42,-4.9
1653402211190,70.99,24.55,-5.06
1653402211193,71.12,24.7,-5.2
1653402211199,71.26,24.88,-5.31
1653402211202,71.41,25.07,-5.4
1653402211206,71.59,25.28,-5.46
1653402211211,71.79,25.5,-5.51
1653402211216,72,25.72,-5.55
1653402211221,72.21,25.94,-5.58
1653402211230,72.43,26.15,-5.6
1653402211232,72.65,26.34,-5.62
1653402211236,72.85,26.53,-5.64
1653402211242,73.04,26.69,-5.66
1653402211245,73.21,26.84,-5.67
1653402211249,73.36,26.97,-5.68
1653402211255,73.48,27.09,-5.67
1653402211261,73.57,27.21,-5.65
1653402211265,73.65,27.32,-5.62
1653402211269,73.71,27.42,-5.57
1653402211274,73.76,27.53,-5.51
1653402211281,73.8,27.63,-5.43
1653402211285,73.84,27.74,-5.34
1653402211289,73.89,27.84,-5.22
1653402211293,73.94,27.94,-5.08
1653402211299,74,28.06,-4.91
1653402211305,74.07,28.17,-4.7
1653402211309,74.14,28.3,-4.46
1653402211314,74.2,28.44,-4.18
1653402211317,74.27,28.58,-3.88
1653402211324,74.32,28.73,-3.55
1653402211329,74.36,28.87,-3.23
1653402211333,74.4,29,-2.93
1653402211338,74.43,29.11,-2.68
1653402211343,74.48,29.18,-2.48
1653402211348,74.54,29.22,-2.36
1653402211355,74.62,29.23,-2.32
1653402211361,74.74,29.2,-2.36
1653402211362,74.89,29.14,-2.49
1653402211366,75.07,29.07,-2.71
1653402211371,75.28,28.99,-3
1653402211374,75.51,28.91,-3.36
1653402211380,75.75,28.84,-3.79
