time,sensor_alpha[undefined],sensor_beta[undefined],sensor_gamma[undefined]
1653402218540,77.82,24.31,-2.33
1653402218541,77.82,24.17,-2.33
1653402218547,77.81,24.02,-2.31
1653402218560,77.76,23.84,-2.28
1653402218560,77.79,23.66,-2.22
1653402218561,77.73,23.48,-2.15
1653402218563,77.7,23.31,-2.07
1653402218568,77.67,23.16,-1.99
1653402218574,77.65,23.03,-1.9
1653402218579,77.63,22.93,-1.83
1653402218582,77.63,22.87,-1.76
1653402218587,77.64,22.84,-1.72
1653402218592,77.66,22.84,-1.72
1653402218598,77.69,22.88,-1.75
1653402218601,77.73,22.95,-1.82
1653402218607,77.77,23.05,-1.93
1653402218613,77.82,23.18,-2.08
1653402218617,77.87,23.33,-2.25
1653402218621,77.91,23.5,-2.44
1653402218626,77.95,23.68,-2.64
1653402218630,77.98,23.87,-2.86
1653402218636,78,24.07,-3.08
1653402218641,78.02,24.26,-3.31
1653402218646,78.04,24.44,-3.53
1653402218650,78.05,24.61,-3.76
1653402218655,78.07,24.76,-3.98
1653402218663,78.08,24.88,-4.19
1653402218666,78.09,24.97,-4.37
1653402218670,78.1,25.04,-4.52
1653402218675,78.11,25.07,-4.64
1653402218681,78.12,25.07,-4.71
1653402218685,78.13,25.04,-4.76
1653402218689,78.15,24.98,-4.8
1653402218694,78.17,24.89,-4.83
1653402218699,78.2,24.76,-4.89
1653402218704,78.22,24.6,-4.98
1653402218708,78.23,24.4,-5.09
1653402218715,78.23,24.18,-5.23
1653402218726,78.19,23.92,-5.37
1653402218727,78.13,23.64,-5.5
1653402218730,78.01,23.35,-5.6
1653402218737,77.84,23.05,-5.65
1653402218740,77.62,22.75,-5.63
1653402218743,77.35,22.45,-5.54
1653402218751,77.05,22.18,-5.4
1653402218754,76.72,21.92,-5.21
1653402218760,76.37,21.7,-4.98
1653402218765,76.03,21.5,-4.71
1653402218767,75.69,21.33,-4.43
1653402218770,75.38,21.18,-4.14
1653402218778,75.1,21.07,-3.84
1653402218782,74.86,20.98,-3.55
1653402218785,74.66,20.92,-3.27
1653402218790,74.51,20.89,-3.01
1653402218796,74.41,20.89,-2.79
1653402218800,74.36,20.91,-2.6
1653402218804,74.35,20.97,-2.46
1653402218808,74.38,21.04,-2.38
1653402218813,74.44,21.12,-2.36
1653402218818,74.53,21.21,-2.39
1653402218823,74.65,21.3,-2.48
1653402218829,74.77,21.38,-2.63
1653402218833,74.91,21.44,-2.83
1653402218842,75.05,21.48,-3.07
1653402218844,75.18,21.49,-3.33
1653402218850,75.3,21.48,-3.62
1653402218855,75.4,21.44,-3.91
1653402218857,75.48,21.38,-4.19
1653402218862,75.54,21.3,-4.46
1653402218867,75.56,21.2,-4.69
1653402218872,75.55,21.09,-4.88
1653402218877,75.51,20.97,-5.03
1653402218881,75.44,20.84,-5.12
1653402218886,75.34,20.71,-5.15
1653402218891,75.22,20.58,-5.13
1653402218895,75.08,20.45,-5.06
1653402218901,74.92,20.32,-4.95
1653402218906,74.76,20.19,-4.8
1653402218945,74.6,20.06,-4.62
1653402218945,74.45,19.94,-4.43
1653402218946,74.3,19.82,-4.21
1653402218946,74.17,19.71,-3.99
1653402218947,73.88,19.51,-3.55
1653402218947,73.82,19.36,-3.14
1653402218947,73.96,19.61,-3.77
1653402218947,74.06,19.43,-3.33
1653402218948,73.78,19.29,-2.98
1653402218953,73.76,19.24,-2.84
1653402218957,73.75,19.21,-2.74
1653402218963,73.75,19.18,-2.68
1653402218968,73.76,19.16,-2.66
1653402218973,73.78,19.15,-2.67
1653402218977,73.8,19.15,-2.71
1653402218987,73.83,19.16,-2.78
1653402218988,73.85,19.18,-2.88
1653402218995,73.88,19.19,-3
1653402219000,73.9,19.2,-3.15
1653402219004,73.93,19.21,-3.32
1653402219008,73.96,19.22,-3.5
1653402219010,73.99,19.22,-3.7
1653402219018,74.01,19.22,-3.91
1653402219020,74.03,19.22,-4.12
1653402219024,74.03,19.22,-4.34
1653402219028,74.03,19.22,-4.56
1653402219034,74.02,19.23,-4.77
1653402219039,74,19.24,-4.97
1653402219044,73.97,19.26,-5.15
1653402219048,73.94,19.28,-5.32
1653402219054,73.9,19.31,-5.47
1653402219057,73.87,19.34,-5.6
1653402219063,73.85,19.37,-5.71
1653402219068,73.83,19.4,-5.78
1653402219072,73.82,19.43,-5.83
1653402219077,73.82,19.45,-5.84
1653402219082,73.83,19.46,-5.83
1653402219088,73.85,19.46,-5.8
1653402219094,73.88,19.44,-5.77
1653402219096,73.9,19.41,-5.74
1653402219102,73.93,19.36,-5.71
1653402219107,73.95,19.29,-5.68
1653402219112,73.97,19.2,-5.66
1653402219119,73.97,19.1,-5.64
1653402219122,73.96,18.99,-5.61
1653402219127,73.93,18.89,-5.56
1653402219135,73.89,18.79,-5.49
1653402219137,73.83,18.69,-5.4
1653402219141,73.76,18.61,-5.29
1653402219145,73.69,18.55,-5.15
1653402219149,73.61,18.5,-4.99
1653402219156,73.52,18.47,-4.8
1653402219160,73.44,18.45,-4.57
1653402219167,73.36,18.45,-4.29
1653402219170,73.28,18.47,-3.95
1653402219175,73.21,18.51,-3.55
1653402219185,73.15,18.56,-3.11
1653402219186,73.1,18.61,-2.64
1653402219194,73.02,18.72,-1.67
1653402219194,73.06,18.67,-2.15
1653402219200,72.99,18.77,-1.2
1653402219208,72.98,18.8,-0.78
1653402219210,72.98,18.83,-0.4
1653402219220,73.01,18.85,0.15
1653402219220,73.06,18.86,-0.09
1653402219223,73.14,18.86,0.32
1653402219235,73.23,18.86,0.43
1653402219238,73.35,18.86,0.48
1653402219239,73.47,18.87,0.49
1653402219241,73.61,18.9,0.46
1653402219246,73.75,18.96,0.39
1653402219255,73.91,19.04,0.3
1653402219257,74.06,19.17,0.2
1653402219262,74.22,19.33,0.08
1653402219267,74.38,19.54,-0.04
1653402219273,74.54,19.8,-0.16
1653402219274,74.71,20.09,-0.27
1653402219279,74.88,20.41,-0.37
1653402219284,75.06,20.77,-0.47
1653402219288,75.24,21.14,-0.56
1653402219294,75.43,21.51,-0.64
1653402219300,75.63,21.89,-0.73
1653402219304,75.83,22.26,-0.84
1653402219309,76.04,22.61,-0.96
1653402219314,76.24,22.92,-1.1
1653402219319,76.43,23.2,-1.26
1653402219326,76.62,23.43,-1.43
1653402219328,76.79,23.62,-1.61
1653402219334,76.95,23.76,-1.79
1653402219340,77.09,23.84,-1.98
1653402219343,77.22,23.87,-2.17
1653402219348,77.32,23.87,-2.35
1653402219353,77.39,23.82,-2.53
1653402219358,77.45,23.74,-2.69
1653402219361,77.48,23.63,-2.83
1653402219366,77.48,23.51,-2.95
1653402219371,77.47,23.38,-3.03
1653402219377,77.44,23.25,-3.09
1653402219383,77.4,23.12,-3.12
1653402219389,77.35,23,-3.12
1653402219391,77.3,22.9,-3.08
1653402219395,77.25,22.82,-3.01
1653402219403,77.2,22.76,-2.91
1653402219408,77.16,22.71,-2.78
1653402219411,77.13,22.69,-2.63
1653402219414,77.11,22.69,-2.47
1653402219420,77.1,22.7,-2.29
1653402219425,77.09,22.72,-2.12
1653402219429,77.1,22.75,-1.94
1653402219434,77.12,22.79,-1.78
1653402219439,77.14,22.83,-1.62
1653402219443,77.18,22.86,-1.48
1653402219449,77.22,22.9,-1.34
1653402219455,77.26,22.94,-1.22
1653402219459,77.32,22.97,-1.11
1653402219463,77.37,22.99,-1.01
1653402219467,77.44,23.02,-0.93
1653402219473,77.5,23.04,-0.88
1653402219477,77.57,23.06,-0.84
1653402219481,77.65,23.08,-0.83
1653402219486,77.72,23.1,-0.85
1653402219492,77.8,23.13,-0.89
1653402219497,77.88,23.15,-0.95
1653402219500,77.97,23.19,-1.03
1653402219505,78.05,23.23,-1.13
1653402219510,78.14,23.28,-1.24
1653402219526,78.23,23.34,-1.36
1653402219527,78.33,23.41,-1.48
1653402219528,78.43,23.48,-1.61
1653402219534,78.54,23.56,-1.74
1653402219538,78.66,23.64,-1.86
1653402219543,78.78,23.72,-1.98
1653402219545,78.9,23.79,-2.1
1653402219550,79.03,23.85,-2.21
1653402219553,79.15,23.91,-2.31
1653402219558,79.27,23.96,-2.4
1653402219568,79.39,24.05,-2.56
1653402219568,79.49,24.01,-2.48
1653402219573,79.59,24.08,-2.63
1653402219577,79.66,24.11,-2.69
1653402219582,79.72,24.13,-2.75
1653402219587,79.78,24.14,-2.82
1653402219591,79.82,24.15,-2.89
1653402219597,79.87,24.14,-2.97
1653402219602,79.91,24.12,-3.08
1653402219607,79.96,24.1,-3.2
1653402219612,80.02,24.06,-3.34
1653402219616,80.08,24.01,-3.5
1653402219621,80.15,23.95,-3.68
1653402219626,80.22,23.89,-3.87
1653402219630,80.29,23.81,-4.07
1653402219639,80.37,23.73,-4.28
1653402219642,80.44,23.64,-4.49
1653402219645,80.5,23.54,-4.69
1653402219650,80.55,23.45,-4.88
1653402219658,80.57,23.37,-5.03
1653402219659,80.58,23.29,-5.14
1653402219665,80.57,23.22,-5.19
1653402219669,80.54,23.17,-5.19
1653402219674,80.5,23.12,-5.13
1653402219680,80.46,23.08,-5.05
1653402219684,80.42,23.03,-4.93
1653402219693,80.38,22.98,-4.82
1653402219696,80.35,22.92,-4.74
1653402219699,80.34,22.84,-4.69
1653402219709,80.34,22.74,-4.72
1653402219710,80.34,22.6,-4.8
1653402219713,80.34,22.42,-4.95
1653402219718,80.31,22.2,-5.12
1653402219723,80.26,21.95,-5.3
1653402219729,80.18,21.68,-5.48
1653402219732,80.05,21.38,-5.64
1653402219737,79.9,21.08,-5.77
1653402219741,79.7,20.79,-5.85
1653402219746,79.48,20.51,-5.89
1653402219750,79.23,20.27,-5.88
1653402219755,78.96,20.06,-5.81
1653402219762,78.68,19.9,-5.67
1653402219766,78.4,19.79,-5.48
1653402219770,78.14,19.72,-5.23
1653402219775,77.89,19.69,-4.95
1653402219779,77.69,19.7,-4.64
1653402219795,77.52,19.75,-4.35
1653402219796,77.41,19.82,-4.07
1653402219797,77.34,19.91,-3.83
1653402219801,77.31,20.03,-3.64
1653402219807,77.32,20.17,-3.5
1653402219809,77.37,20.33,-3.42
1653402219813,77.44,20.49,-3.42
1653402219821,77.53,20.66,-3.48
1653402219824,77.64,20.82,-3.62
1653402219828,77.74,20.97,-3.83
1653402219833,77.84,21.1,-4.11
1653402219836,77.92,21.21,-4.44
1653402219841,77.98,21.28,-4.81
1653402219845,78.01,21.33,-5.21
1653402219851,78,21.34,-5.62
1653402219859,77.96,21.32,-6.03
1653402219862,77.88,21.27,-6.41
1653402219866,77.75,21.19,-6.75
1653402219872,77.58,21.09,-7.02
1653402219876,77.37,20.97,-7.23
1653402219882,77.12,20.84,-7.35
1653402219888,76.83,20.7,-7.39
1653402219890,76.51,20.56,-7.34
1653402219897,76.16,20.42,-7.22
1653402219899,75.79,20.28,-7.01
1653402219904,75.41,20.16,-6.74
1653402219908,75.03,20.05,-6.41
1653402219914,74.65,19.95,-6.03
1653402219919,74.28,19.86,-5.62
1653402219926,73.93,19.79,-5.19
1653402219928,73.59,19.73,-4.74
1653402219934,73.27,19.68,-4.29
1653402219938,72.98,19.65,-3.84
1653402219944,72.7,19.63,-3.41
1653402219951,72.44,19.63,-3.01
1653402219956,72.21,19.64,-2.65
1653402219959,72,19.66,-2.33
1653402219964,71.81,19.7,-2.07
1653402219968,71.64,19.75,-1.88
1653402219971,71.49,19.82,-1.74
1653402219979,71.34,19.91,-1.68
1653402219981,71.2,20.01,-1.69
1653402219986,71.08,20.12,-1.78
1653402219996,70.95,20.23,-1.93
1653402219999,70.83,20.35,-2.16
1653402220005,70.71,20.48,-2.44
1653402220008,70.59,20.62,-2.77
1653402220014,70.47,20.77,-3.13
1653402220021,70.36,20.92,-3.51
1653402220022,70.23,21.08,-3.9
1653402220026,70.11,21.23,-4.3
1653402220028,69.99,21.39,-4.7
1653402220033,69.87,21.54,-5.07
1653402220038,69.74,21.68,-5.41
1653402220045,69.62,21.8,-5.69
1653402220050,69.5,21.89,-5.9
1653402220060,69.38,21.96,-6.05
1653402220060,69.28,22,-6.12
1653402220068,69.18,22.02,-6.12
1653402220072,69.1,22.02,-6.05
1653402220073,69.03,22,-5.93
1653402220080,68.96,21.97,-5.78
1653402220083,68.9,21.93,-5.6
1653402220086,68.85,21.89,-5.4
1653402220091,68.79,21.85,-5.21
1653402220096,68.73,21.81,-5.02
1653402220100,68.67,21.79,-4.84
1653402220105,68.6,21.76,-4.68
1653402220110,68.54,21.75,-4.54
1653402220116,68.47,21.74,-4.41
1653402220123,68.4,21.73,-4.29
1653402220125,68.34,21.74,-4.19
1653402220129,68.27,21.75,-4.09
1653402220135,68.21,21.77,-4.01
1653402220141,68.16,21.8,-3.93
1653402220147,68.11,21.84,-3.85
1653402220149,68.08,21.9,-3.78
1653402220155,68.05,21.98,-3.7
1653402220163,68.04,22.08,-3.59
1653402220165,68.04,22.21,-3.46
1653402220169,68.05,22.36,-3.31
1653402220175,68.08,22.53,-3.13
1653402220178,68.12,22.71,-2.93
1653402220184,68.17,22.91,-2.72
1653402220188,68.23,23.12,-2.51
1653402220193,68.31,23.32,-2.32
1653402220202,68.42,23.51,-2.16
1653402220206,68.54,23.68,-2.04
1653402220209,68.68,23.82,-1.98
1653402220212,68.83,23.93,-1.98
1653402220218,69,24,-2.02
1653402220222,69.17,24.03,-2.11
1653402220227,69.34,24.04,-2.23
1653402220232,69.5,24.02,-2.38
1653402220236,69.66,23.99,-2.56
1653402220241,69.81,23.95,-2.75
1653402220246,69.95,23.92,-2.95
1653402220251,70.08,23.9,-3.16
1653402220255,70.19,23.9,-3.37
1653402220262,70.29,23.93,-3.56
1653402220267,70.38,23.99,-3.74
1653402220269,70.46,24.07,-3.89
1653402220278,70.54,24.18,-4
1653402220280,70.61,24.31,-4.09
1653402220286,70.68,24.45,-4.15
1653402220289,70.77,24.6,-4.18
1653402220294,70.86,24.75,-4.21
1653402220298,70.98,24.89,-4.24
1653402220303,71.1,25.03,-4.27
1653402220308,71.24,25.15,-4.32
1653402220313,71.38,25.25,-4.39
1653402220327,71.53,25.34,-4.49
1653402220328,71.83,25.45,-4.75
1653402220328,71.68,25.4,-4.61
1653402220337,71.97,25.47,-4.92
1653402220342,72.1,25.47,-5.12
1653402220343,72.22,25.45,-5.33
1653402220347,72.32,25.4,-5.54
1653402220355,72.4,25.33,-5.75
1653402220357,72.45,25.25,-5.94
1653402220362,72.48,25.14,-6.1
1653402220365,72.49,25.01,-6.23
1653402220370,72.47,24.88,-6.32
1653402220378,72.42,24.74,-6.37
1653402220382,72.35,24.59,-6.37
1653402220385,72.25,24.45,-6.33
1653402220392,72.12,24.3,-6.23
1653402220397,71.97,24.17,-6.09
1653402220400,71.81,24.03,-5.9
1653402220407,71.63,23.91,-5.68
1653402220409,71.44,23.79,-5.42
1653402220414,71.26,23.69,-5.15
1653402220419,71.07,23.6,-4.86
1653402220424,70.9,23.52,-4.58
1653402220429,70.73,23.47,-4.3
1653402220434,70.57,23.43,-4.02
1653402220438,70.41,23.4,-3.76
1653402220444,70.28,23.4,-3.51
1653402220448,70.15,23.41,-3.28
1653402220452,70.05,23.43,-3.06
1653402220457,69.96,23.47,-2.87
1653402220461,69.9,23.52,-2.71
1653402220466,69.86,23.59,-2.56
1653402220470,69.84,23.68,-2.45
1653402220477,69.84,23.78,-2.36
1653402220481,69.85,23.9,-2.29
1653402220486,69.88,24.03,-2.25
1653402220493,69.93,24.19,-2.24
1653402220505,69.98,24.35,-2.25
1653402220506,70.05,24.52,-2.28
1653402220507,70.12,24.68,-2.34
1653402220513,70.2,24.84,-2.41
1653402220515,70.28,24.98,-2.49
1653402220522,70.37,25.11,-2.58
1653402220529,70.46,25.21,-2.65
1653402220530,70.56,25.28,-2.73
1653402220549,70.66,25.37,-2.8
1653402220549,70.77,25.34,-2.87
1653402220550,70.98,25.38,-3.01
1653402220550,70.88,25.38,-2.94
1653402220553,71.08,25.37,-3.08
1653402220557,71.18,25.36,-3.15
1653402220562,71.27,25.35,-3.22
1653402220567,71.36,25.35,-3.29
1653402220574,71.44,25.35,-3.37
1653402220578,71.53,25.36,-3.44
1653402220582,71.61,25.38,-3.51
1653402220591,71.7,25.4,-3.59
1653402220592,71.8,25.43,-3.67
1653402220599,71.9,25.45,-3.75
1653402220604,72.01,25.47,-3.85
1653402220607,72.13,25.49,-3.95
1653402220611,72.25,25.49,-4.07
1653402220619,72.38,25.49,-4.2
1653402220620,72.5,25.47,-4.33
1653402220624,72.62,25.43,-4.46
1653402220629,72.73,25.38,-4.6
1653402220636,72.82,25.32,-4.74
1653402220640,72.9,25.24,-4.86
1653402220647,72.97,25.16,-4.98
1653402220651,73.02,25.07,-5.08
1653402220656,73.06,24.99,-5.15
1653402220660,73.09,24.91,-5.18
1653402220664,73.11,24.85,-5.18
1653402220669,73.13,24.79,-5.14
1653402220673,73.15,24.75,-5.08
1653402220678,73.18,24.72,-5.01
1653402220686,73.22,24.7,-4.93
1653402220687,73.27,24.69,-4.84
1653402220693,73.33,24.69,-4.77
1653402220698,73.4,24.69,-4.71
1653402220703,73.48,24.69,-4.68
1653402220707,73.56,24.67,-4.68
1653402220711,73.63,24.64,-4.71
1653402220715,73.69,24.59,-4.76
1653402220722,73.73,24.51,-4.81
1653402220726,73.74,24.4,-4.86
1653402220731,73.73,24.28,-4.91
1653402220735,73.69,24.13,-4.94
1653402220741,73.62,23.99,-4.94
1653402220747,73.53,23.84,-4.93
1653402220750,73.42,23.71,-4.89
1653402220760,73.3,23.59,-4.83
1653402220763,73.17,23.5,-4.75
1653402220768,73.05,23.43,-4.67
1653402220770,72.94,23.38,-4.57
1653402220774,72.84,23.36,-4.47
1653402220783,72.76,23.35,-4.38
1653402220785,72.71,23.36,-4.3
1653402220788,72.68,23.37,-4.26
1653402220800,72.68,23.38,-4.25
1653402220801,72.71,23.38,-4.29
1653402220810,72.77,23.37,-4.39
1653402220811,72.85,23.35,-4.54
1653402220814,72.95,23.31,-4.73
1653402220819,73.06,23.25,-4.97
1653402220822,73.17,23.17,-5.25
1653402220830,73.29,23.07,-5.55
1653402220831,73.4,22.96,-5.86
1653402220836,73.49,22.84,-6.18
1653402220840,73.57,22.71,-6.49
1653402220845,73.62,22.58,-6.79
1653402220855,73.64,22.46,-7.06
1653402220862,73.63,22.34,-7.49
1653402220862,73.58,22.24,-7.3
1653402220867,73.5,22.14,-7.64
1653402220870,73.4,22.06,-7.73
1653402220876,73.26,21.98,-7.76
1653402220881,73.11,21.92,-7.73
1653402220886,72.93,21.86,-7.64
1653402220888,72.75,21.8,-7.5
1653402220893,72.57,21.75,-7.31
1653402220901,72.38,21.71,-7.08
1653402220903,72.19,21.67,-6.83
1653402220911,72.01,21.64,-6.55
1653402220915,71.83,21.61,-6.27
1653402220917,71.66,21.58,-5.98
1653402220925,71.51,21.57,-5.68
1653402220929,71.37,21.55,-5.4
1653402220935,71.24,21.55,-5.13
1653402220937,71.12,21.55,-4.87
1653402220943,71.02,21.56,-4.64
1653402220948,70.94,21.58,-4.44
1653402220956,70.87,21.6,-4.26
1653402220961,70.81,21.64,-4.12
1653402220963,70.75,21.68,-4.01
1653402220968,70.71,21.72,-3.94
1653402220971,70.66,21.76,-3.91
1653402220979,70.62,21.8,-3.92
1653402220981,70.58,21.83,-3.96
1653402220986,70.53,21.86,-4.03
1653402220991,70.48,21.88,-4.14
1653402220998,70.44,21.88,-4.29
1653402221001,70.39,21.88,-4.48
1653402221006,70.34,21.87,-4.68
1653402221009,70.3,21.87,-4.9
1653402221017,70.26,21.87,-5.14
1653402221024,70.23,21.88,-5.38
1653402221030,70.21,21.91,-5.62
1653402221032,70.2,21.96,-5.87
1653402221042,70.22,22.11,-6.11
1653402221042,70.21,22.02,-6.33
1653402221044,70.23,22.2,-6.52
1653402221048,70.24,22.31,-6.68
1653402221053,70.25,22.42,-6.81
1653402221060,70.26,22.52,-6.9
1653402221063,70.26,22.62,-6.96
1653402221068,70.25,22.72,-6.98
1653402221073,70.23,22.8,-6.98
1653402221077,70.19,22.87,-6.94
1653402221081,70.15,22.92,-6.88
1653402221085,70.09,22.96,-6.8
1653402221091,70.02,22.98,-6.7
1653402221095,69.93,22.98,-6.58
1653402221101,69.84,22.97,-6.43
1653402221105,69.74,22.94,-6.27
1653402221109,69.65,22.9,-6.09
1653402221116,69.56,22.85,-5.9
1653402221123,69.49,22.8,-5.69
1653402221125,69.42,22.74,-5.49
1653402221130,69.36,22.68,-5.28
1653402221134,69.31,22.63,-5.07
1653402221141,69.26,22.58,-4.86
1653402221145,69.22,22.56,-4.64
1653402221149,69.17,22.56,-4.4
1653402221153,69.13,22.58,-4.15
1653402221158,69.09,22.63,-3.89
1653402221164,69.06,22.7,-3.62
1653402221170,69.03,22.78,-3.34
1653402221174,69.01,22.89,-3.06
1653402221177,68.99,23.01,-2.77
1653402221187,68.98,23.14,-2.51
1653402221190,69,23.28,-2.29
1653402221193,69.03,23.4,-2.12
1653402221203,69.09,23.52,-2.02
1653402221205,69.18,23.62,-1.99
1653402221209,69.29,23.69,-2.04
1653402221211,69.42,23.73,-2.15
1653402221218,69.57,23.75,-2.32
1653402221221,69.74,23.75,-2.53
1653402221225,69.91,23.74,-2.76
1653402221230,70.08,23.73,-3.02
1653402221236,70.26,23.73,-3.3
1653402221240,70.43,23.76,-3.59
1653402221248,70.6,23.83,-3.87
1653402221252,70.76,23.94,-4.13
1653402221256,70.91,24.1,-4.37
1653402221260,71.05,24.3,-4.57
1653402221264,71.18,24.55,-4.73
1653402221269,71.31,24.82,-4.85
1653402221274,71.43,25.11,-4.92
1653402221278,71.56,25.41,-4.96
1653402221284,71.7,25.7,-4.98
1653402221288,71.84,25.97,-4.98
1653402221293,71.98,26.22,-4.97
1653402221298,72.13,26.43,-4.96
1653402221303,72.28,26.61,-4.96
1653402221307,72.42,26.76,-4.97
1653402221313,72.57,26.87,-4.99
1653402221317,72.72,26.94,-5.04
1653402221322,72.87,26.98,-5.11
1653402221327,73.01,26.98,-5.2
1653402221332,73.14,26.95,-5.32
1653402221336,73.27,26.89,-5.46
1653402221343,73.37,26.8,-5.61
1653402221351,73.47,26.7,-5.76
1653402221353,73.54,26.58,-5.9
1653402221356,73.61,26.45,-6.03
1653402221361,73.66,26.32,-6.13
1653402221368,73.7,26.19,-6.2
1653402221370,73.72,26.07,-6.24
1653402221377,73.74,25.96,-6.22
1653402221380,73.75,25.87,-6.16
1653402221387,73.74,25.79,-6.06
1653402221396,73.73,25.73,-5.91
1653402221397,73.72,25.69,-5.72
1653402221401,73.71,25.67,-5.5
1653402221409,73.69,25.66,-5.26
1653402221413,73.68,25.66,-4.98
1653402221415,73.67,25.67,-4.69
1653402221419,73.66,25.69,-4.39
1653402221428,73.65,25.72,-4.07
1653402221430,73.65,25.75,-3.76
1653402221433,73.65,25.78,-3.45
1653402221436,73.67,25.81,-3.14
1653402221441,73.69,25.84,-2.85
1653402221447,73.72,25.87,-2.58
1653402221452,73.76,25.9,-2.33
1653402221456,73.8,25.93,-2.11
1653402221461,73.85,25.96,-1.91
1653402221465,73.89,25.99,-1.75
1653402221471,73.94,26.01,-1.62
1653402221478,73.99,26.03,-1.52
1653402221485,74.05,26.05,-1.45
1653402221486,74.11,26.08,-1.41
1653402221491,74.19,26.1,-1.4
1653402221499,74.28,26.13,-1.42
1653402221503,74.39,26.16,-1.47
1653402221506,74.52,26.19,-1.54
1653402221512,74.67,26.22,-1.64
1653402221515,74.82,26.26,-1.76
1653402221519,75,26.3,-1.89
1653402221523,75.18,26.34,-2.04
1653402221528,75.38,26.38,-2.21
1653402221533,75.58,26.41,-2.4
1653402221537,75.8,26.44,-2.6
1653402221544,76.02,26.46,-2.8
1653402221548,76.23,26.47,-3.01
1653402221555,76.45,26.48,-3.22
1653402221559,76.66,26.49,-3.42
1653402221562,76.85,26.5,-3.61
1653402221567,77.03,26.5,-3.79
1653402221571,77.2,26.51,-3.95
1653402221576,77.35,26.52,-4.11
1653402221581,77.48,26.52,-4.26
1653402221586,77.59,26.53,-4.4
1653402221590,77.68,26.54,-4.53
1653402221600,77.76,26.54,-4.65
1653402221602,77.83,26.53,-4.77
1653402221606,77.88,26.52,-4.88
1653402221616,77.93,26.49,-5
1653402221617,77.98,26.44,-5.11
1653402221622,78.02,26.38,-5.23
1653402221629,78.06,26.3,-5.33
1653402221630,78.09,26.21,-5.42
1653402221633,78.12,26.1,-5.48
1653402221639,78.14,25.98,-5.52
1653402221643,78.15,25.86,-5.51
1653402221647,78.16,25.75,-5.46
1653402221652,78.17,25.64,-5.39
1653402221661,78.19,25.54,-5.3
1653402221663,78.21,25.45,-5.2
1653402221670,78.25,25.38,-5.1
1653402221673,78.31,25.3,-5.04
1653402221680,78.39,25.23,-5.01
1653402221684,78.48,25.15,-5.03
1653402221687,78.57,25.05,-5.1
1653402221690,78.65,24.95,-5.2
1653402221697,78.71,24.82,-5.31
1653402221701,78.75,24.69,-5.43
1653402221705,78.75,24.55,-5.53
1653402221711,78.72,24.4,-5.6
1653402221721,78.65,24.26,-5.64
1653402221723,78.54,24.13,-5.63
1653402221726,78.4,24.02,-5.57
1653402221731,78.23,23.93,-5.46
1653402221739,78.05,23.86,-5.29
1653402221740,77.86,23.81,-5.08
1653402221748,77.68,23.77,-4.84
1653402221750,77.51,23.74,-4.58
1653402221758,77.35,23.72,-4.31
1653402221760,77.22,23.69,-4.06
1653402221763,77.12,23.66,-3.83
1653402221770,77.05,23.63,-3.66
1653402221773,77.01,23.58,-3.53
1653402221777,77,23.52,-3.48
1653402221783,77.03,23.44,-3.48
1653402221787,77.09,23.36,-3.55
1653402221796,77.17,23.26,-3.68
1653402221798,77.26,23.16,-3.87
1653402221806,77.36,23.06,-4.1
1653402221809,77.46,22.95,-4.37
1653402221813,77.55,22.85,-4.68
1653402221818,77.63,22.74,-5
1653402221822,77.68,22.64,-5.33
1653402221826,77.7,22.54,-5.65
